Weighted Total [Total Pts: up to 0 Percentage] |1976945,Total [Total Pts: up to 556 Score] |1976944,Syllabus Quiz [Total Pts: 5 Score] |2061052,Academic Dishonesty Quiz [Total Pts: 5 Score] |2061053,Week 3.1_Population Genetics and Adaptations pt. 1 [Total Pts: 1 Score] |2081743,Week 3.1_Population Genetics and Adaptations pt. 2 [Total Pts: 1 Score] |2081748,Week 3.2_Human Population Genetics [Total Pts: 1 Score] |2081750,Week 4.1_Fossils and Pre-primates [Total Pts: 2 Score] |2081756,Week 5.1_Fossil Primates pt. 1 [Total Pts: 1 Score] |2081767,Week 5.1_Fossil Primates pt. 2 [Total Pts: 1 Score] |2081768,Week 5.2_Living Primates; Primate Social Behavior [Total Pts: 1 Score] |2081769,6.1_Primate Cognition and Intelligence [Total Pts: 2 Score] |2081782,Week 7.1_Your Inner Monkey [Total Pts: 1 Score] |2081788,Week 7.2_Fossil Hominins pt. 1 [Total Pts: 1 Score] |2081789,Week 7.2_Fossil Hominins pt. 2 [Total Pts: 1 Score] |2081790,Week 7.2_Fossil Hominins pt. 3 [Total Pts: 1 Score] |2081792,Week 8.1_Australopithecines pt. 1 [Total Pts: 1 Score] |2081793,Week 8.1_Australopithecines pt. 2 [Total Pts: 1 Score] |2081794,Week 8.2_Intro to the genus Homo [Total Pts: 1 Score] |2081795,Week 9.1_Homo erectus and variants [Total Pts: 1 Score] |2081796,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1 [Total Pts: 1 Score] |2081797","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2 [Total Pts: 1 Score] |2081798",Week 10.1_Origins and Mirgation of Modern Humans pt 1 [Total Pts: 1 Score] |2081799,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 1 Score] |2081800,Week 12.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2081980,Week 13.1_Human Variation pt 1 [Total Pts: 1 Score] |2081992,Week 13.1_Human Variation pt 2 [Total Pts: 0 Score] |2081993,Week 13.2_How race becomes biology pt 1 [Total Pts: 1 Score] |2081994,Week 13.2_How race becomes biology pt 2 [Total Pts: 1 Score] |2081997,Week 13.2_How race becomes biology pt 3 [Total Pts: 1 Score] |2082000,Week 14.1_Diet & Agriculture 1 [Total Pts: 1 Score] |2082003,Week 14.2_Diet & Agriculture 2 pt. 1 [Total Pts: 1 Score] |2082005,Week 14.2_Diet & Agriculture 2 pt. 2 [Total Pts: 1 Score] |2082006,Week 15.1_Forensic Anthropology [Total Pts: 2 Score] |2082007,Week 16.1_Are we still evolving? [Total Pts: 2 Score] |2082009,Lecture video quiz total [Total Pts: up to 35 Score] |2097316,Submit Final Lab 1 Here [Total Pts: 20 Score] |2084171,Submit Final Lab  2 Here [Total Pts: 20 Score] |2085587,Submit Final Lab 3 Here [Total Pts: 20 Score] |2085588,Submit Lab 4 Here [Total Pts: 20 Score] |2085589,Submit Lab 5 Here [Total Pts: 20 Score] |2085590,Submit Lab 6 Here [Total Pts: 20 Score] |2085591,Submit Lab 7 Here [Total Pts: 20 Score] |2085592,Submit Lab 8 Here [Total Pts: 20 Score] |2085593,Submit Lab 9 Here [Total Pts: 20 Score] |2085594,Submit Lab 10 Here [Total Pts: 20 Score] |2085595,Week 3 Synch Session [Total Pts: 10 Score] |2086564,Week 4 Synch Session [Total Pts: 10 Score] |2086565,Week 5 Synch Session [Total Pts: 10 Score] |2086566,Week 6 Synch Session [Total Pts: 10 Score] |2086567,Week 8 Synch Session [Total Pts: 10 Score] |2086568,Week 9 Synch Session [Total Pts: 10 Score] |2086569,Week 10 Synch Session [Total Pts: 10 Score] |2086570,Week 13 Synch Session [Total Pts: 10 Score] |2086571,Week 14 Synch Session [Total Pts: 10 Score] |2086572,Week 15 Synch Session [Total Pts: 10 Score] |2086573,Week 16 Synch Session [Total Pts: 10 Score] |2086574,SUBMISSION PORTAL: Scavenger Hunt (Individual Project) [Total Pts: 20 Score] |2089729,SUBMISSION PORTAL: Museum Exhibit Project (group work project) [Total Pts: 40 Score] |2089730,Submit top 3 choices HERE [Total Pts: 0 Score] |2089736,Museum Introduction video [Total Pts: 1 Score] |2089756,Week 8: TURN IN Museum Progress Check-In HERE [Total Pts: 0 Score] |2095122,Exam 1 [Total Pts: 25 Score] |2086347,Exam 2 [Total Pts: 25 Score] |2086357,Exam 3_SP2021 [Total Pts: 25 Score] |2106849,Total Extra Credit [Total Pts: 0 Score] |2107595,Extra Credit Survey 1 [Total Pts: 0 Complete/Incomplete] |2087491,Extra Credit Survey 2 [Total Pts: 0 Complete/Incomplete] |2108132,Extra Credit Survey 3 [Total Pts: 0 Complete/Incomplete] |2124954,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2123873,Week 14 Survey_Do BEFORE attending Live Session [Total Pts: 0 Complete/Incomplete] |2117557,SUBMIT Peer Reviews Here [Total Pts: 0 Score] |2118057,Midterm Percentage [Total Pts: up to 197 Percentage] |2104492,Midterm Letter Grade [Total Pts: up to 197 Letter] |2273458,Current grade [Total Pts: up to 516 Letter] |2124888,Exam 4_SP2021 [Total Pts: 25 Score] |2125835,Final Percentage [Total Pts: 480 Percentage] |2130996,Final Grade [Total Pts: 0 Text] |2130541,Lab One: Pigeonetics [Total Pts: 20 Score] |2167326,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2167575,Lab Three: Primate Evolution [Total Pts: 20 Score] |2169717,Total Assignment Percentage [Total Pts: up to 370 Percentage] |2292091,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292092,Total Attendance Percentage [Total Pts: up to 35 Percentage] |2292094,Total Extra Credit [Total Pts: 0 Score] |2292095
,295.0,5.0,,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,2.0,,19.0,0,0,0,18,15.0,10.0,0.0,0.0,0.0,0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,17,40.0,0,,0,17.0,22.0,22.0,6.0,,Complete,Complete,Complete,Complete,Needs Grading,52.791869999999996,F,F,14.0,61.458330000000004,D,,,,51.35135,75,54.285709999999995,6.0
,126.0,4.5,5.0,1.0,1.0,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,20,0,18.5,20,0.0,0.0,0.0,0.0,0.0,,,,,10.0,0.0,0.0,10.0,0.0,0.0,0.0,,0,30.0,Needs Grading,,,,,,0.0,In Progress,,,,,,43.65482,F,F,,26.25,F,,,,29.32432,0,22.85714,0.0
,363.75,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,24.0,17.5,0,14,18.5,19.75,18.5,14.75,15.5,16.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,17.25,39.0,,1.0,,,15.0,7.0,2.0,,Complete,,,Complete,Needs Grading,65.98984,D,C,9.0,75.78125,C,,,,79.93243000000001,31,68.57141999999999,2.0
,474.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,17,18,20,20.0,19.0,17.0,20.0,20.0,20,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,37.0,Needs Grading,1.0,Needs Grading,19.0,21.0,20.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,87.05583,B,A,14.0,98.85416,A,,,,94.05405,74,100.0,7.0
,437.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,2.0,29.0,20,20,20,20,20.0,20.0,19.0,0.0,20.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,20,38.0,Needs Grading,1.0,,20.0,19.0,21.0,7.0,Complete,Complete,Complete,Complete,In Progress,Needs Grading,93.90862,A,B,24.0,91.04166,A,,,,82.97296999999999,84,82.85714,7.0
,469.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.75,20,19,19,19.0,19.0,18.75,17.5,20.0,18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,20,33.0,0,1.0,0,19.0,13.0,19.0,12.0,Complete,Complete,Complete,Complete,Complete,0,89.21319,B,A,18.0,97.70833,A,,,,92.7027,69,100.0,12.0
,489.5,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,18,19.5,19.0,18.0,19.0,16.5,20.0,17.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,40.0,0,1.0,,14.0,21.0,13.0,18.0,Complete,Complete,Complete,Complete,Complete,0,90.86294000000001,A,A,21.0,101.97916,A,,,,96.35135,69,100.0,18.0
,454.25,4.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.25,19.5,19.25,18.5,19.0,19.25,18.0,18.0,18.5,18,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,40.0,Needs Grading,1.0,,15.0,12.0,12.0,5.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,85.7868,B,B,9.0,94.63541,A,,,,96.41891,48,100.0,5.0
,15.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,15.5,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,7.86802,F,F,,3.22916,F,,,,4.18918,0,0.0,0.0
,406.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,20,19,20,0.0,19.0,0.0,19.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,19,40.0,,1.0,Needs Grading,18.0,23.0,21.0,3.0,Complete,,Complete,,,Needs Grading,93.90862,A,C,21.0,84.58333,B,,,,74.32432,83,100.0,3.0
,396.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17.75,19.5,17.5,17.75,19.0,17.5,17.5,15.0,18.0,3,10.0,10.0,0.0,10.0,10.0,0.0,7.0,10.0,10.0,0.0,10.0,19.5,34.0,,1.0,,20.0,21.0,13.0,4.0,,Complete,,Complete,Complete,Needs Grading,86.0406,B,C,0.0,82.5,B,,,,79.18918000000001,54,100.0,4.0
,259.0,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,33.0,12,15.5,0,0,17.25,0.0,14.75,14.0,0.0,10,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,38.0,,1.0,,13.0,15.0,11.0,15.5,,In Progress,,In Progress,,0,46.192890000000006,F,F,12.0,53.958330000000004,F,,,,40.54054,51,94.28571,15.5
,143.0,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.5,17,0,13.5,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,38.0,,,,11.0,11.0,13.0,2.5,Complete,,,,,0,41.37055,F,F,,29.791659999999997,F,,,,28.1081,35,0.0,2.5
,479.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,20,20,20.0,20.0,19.0,20.0,20.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,Needs Grading,21.0,22.0,20.0,0.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,96.19289,A,A,22.0,99.89583,A,,,,94.32432,85,100.0,0.0
,435.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,,2.0,,27.0,18,19,20,19,18.0,20.0,18.0,19.0,20.0,0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,20,37.0,,1.0,,21.0,22.0,21.0,2.0,,Complete,,,,Needs Grading,88.57868,B,B,24.0,90.72916,A,,,,83.24324,88,77.14285,2.0
,451.5,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,0,16,20,18.5,20.0,19.5,20.0,20.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,18.0,21.0,23.0,5.0,Complete,Complete,In Progress,Complete,Complete,Needs Grading,80.96446,B,B,17.0,94.0625,A,,,,87.29729,79,100.0,5.0
,414.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,31.0,14,19,18,19,16.0,18.0,19.0,19.0,20.0,19,10.0,10.0,5.0,10.0,8.0,,10.0,5.0,1.0,9.0,,19,38.0,Needs Grading,1.0,,23.0,18.0,19.0,7.0,Complete,Complete,Complete,Complete,,Needs Grading,87.30964,B,B,,86.25,B,,,,82.7027,60,88.57141999999999,7.0
,503.0,4.5,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,19,19,14.5,19.25,18.75,20.0,19.75,19.5,18.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,38.0,Needs Grading,1.0,Needs Grading,20.0,22.0,21.0,22.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,90.60913000000001,A,A,19.0,104.79166,A,,,,95.94594000000001,82,100.0,22.0
,486.0,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,16,20,17.75,20,20.0,20.0,19.75,19.0,20.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,36.0,0,1.0,0,23.0,23.0,19.0,17.5,Complete,Complete,Complete,Complete,,0,94.54314000000001,A,A,20.0,101.25,A,,,,91.35135,85,100.0,17.5
,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,5.0761400000000005,F,F,0.0,2.08333,F,,,,2.7027,0,0.0,0.0
,444.25,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,34.0,19,19.5,0,20,0.0,17.75,18.5,18.5,20.0,14,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,20,39.0,Needs Grading,1.0,,22.0,17.0,21.0,10.0,Complete,,Complete,Complete,Complete,Needs Grading,81.47208,B,B,19.0,92.55208,A,,,,84.12162,79,97.14285,10.0
,282.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,0,18,0,0,0.0,16.0,20.0,18.0,20.0,0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,,,20,39.0,,1.0,,17.0,14.0,15.0,0.0,,,,,Complete,,43.40101,F,F,,58.85416,F,,,,51.62162,46,100.0,0.0
,462.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,21.0,17,20,20,20,17.0,19.0,12.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,19,37.0,Needs Grading,1.0,,17.0,21.0,17.0,8.0,Complete,Complete,,,Complete,Needs Grading,89.84770999999999,B,B,17.0,96.25,A,,,,94.59459,72,60.0,8.0
,479.0,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,20,20,20.0,19.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,20,33.0,,1.0,Needs Grading,22.0,23.0,19.0,4.0,,,Complete,,Complete,Needs Grading,96.95430999999999,A,A,24.0,99.375,A,,,,92.29729,88,100.0,4.0
,274.5,5.0,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,,7,17,18,15.0,11.0,8.0,12.0,18.0,18,10.0,,,4.0,10.0,,,,9.0,10.0,,10,30.0,In Progress,1.0,,,6.0,,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,44.41624,F,F,10.0,57.1875,F,,,,55.94594,16,100.0,7.0
,365.0,5.0,5.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,32.0,,17,Needs Grading(0.00),Needs Grading,16.0,18.0,19.0,19.0,18.0,20,10.0,,,,,,10.0,10.0,10.0,10.0,10.0,18,40.0,,,,18.0,16.0,19.0,8.0,Complete,Complete,,,,,44.16243,F,C,17.0,76.04166,C,,,,66.21621,70,91.42857,8.0
,422.0,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,13,17.25,17.5,19.5,19.5,18.0,12.75,14.5,19.5,17,10.0,10.0,10.0,10.0,8.0,10.0,10.0,0.0,10.0,10.0,0.0,18.5,33.0,0,1.0,0,13.0,18.0,13.0,9.5,,,,,Complete,0,83.62944,B,B,15.0,87.91666,B,,,,83.24324,59,100.0,9.5
,325.0,5.0,4.5,1.0,1.0,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,17.0,19,20,20,,20.0,20.0,12.0,0.0,,,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,19.5,35.0,Needs Grading,1.0,,20.0,16.0,16.0,0.0,,Complete,Complete,Complete,,Needs Grading,72.33502,C,D,,67.70833,D,,,,66.35135,52,48.57142,0.0
,460.5,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17.75,20,17.25,17.5,19.0,19.0,20.0,17.0,20.0,20,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,0,1.0,,23.0,20.0,16.0,9.0,,,,In Progress,Complete,0,87.05583,B,B,,95.9375,A,,,,93.91891,59,100.0,9.0
,339.75,3.0,3.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,11.0,14.75,19,12.25,13.5,0.0,18.0,18.0,18.25,20.0,16,7.0,0.0,0.0,9.0,7.0,7.0,0.0,5.0,5.0,3.0,10.0,19.5,35.0,Needs Grading,1.0,,20.0,20.0,17.0,7.0,,Complete,,In Progress,Complete,Needs Grading,67.51269,D,D,0.0,70.78125,C,,,,69.52702,57,31.42857,7.0
,344.5,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,33.0,20,20,15,20,18.5,0.0,13.0,0.0,0.0,,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,,,20,33.0,Needs Grading,1.0,,20.0,17.0,17.0,8.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,90.35531999999999,A,D,,70.10416,C,,,,64.72972,54,94.28571,8.0
,415.0,3.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,18,0,20,18.0,17.5,15.0,14.0,15.0,20,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,,,16,34.0,Needs Grading,1.0,,17.0,21.0,21.0,10.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,79.94923,C,B,18.0,86.45833,A,,,,76.89189,77,100.0,10.0
,474.25,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,19.5,20,19.75,0.0,19.25,18.75,20.0,18.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,19,40.0,Needs Grading,1.0,Needs Grading,14.0,20.0,19.0,22.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,91.37055,A,A,19.0,98.80208,A,,,,90.33783000000001,72,100.0,22.0
,489.0,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,18,18.5,20,20.0,20.0,19.0,19.5,20.0,20,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,,,19,34.0,Needs Grading,1.0,Needs Grading,22.0,23.0,19.0,20.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,95.17766,A,A,24.0,101.875,A,,,,90.67567,88,100.0,20.0
,341.5,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,13,0,17,16,15.0,19.0,18.0,18.5,19.0,,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,,,17,37.0,Needs Grading,,,13.0,17.0,13.0,10.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,56.345169999999996,F,D,6.0,69.0625,C,,,,64.72972,49,100.0,10.0
,274.5,5.0,5.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,19.5,20,19,20,0.0,0.0,0.0,0.0,0.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,0,29.0,,,,21.0,19.0,17.0,6.0,Complete,,,,In Progress,Needs Grading,87.56345,B,F,,56.97916,F,,,,53.37837,57,11.42857,6.0
,488.75,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,16.5,20,16.5,18.75,19.0,19.5,19.5,19.0,20.0,14.5,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,20,38.0,Needs Grading,1.0,Needs Grading,20.0,20.0,21.0,27.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,85.40609,B,A,19.0,101.82291,A,,,,90.87836999999999,80,100.0,27.0
,491.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,20,19,20,20.0,20.0,19.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,,10.0,5.0,10.0,10.0,10.0,20,37.0,Needs Grading,1.0,,20.0,18.0,20.0,20.0,Complete,,Complete,Complete,Complete,Needs Grading,92.38578000000001,A,A,19.0,102.29166,A,,,,94.32432,77,100.0,20.0
