Total [Total Pts: up to 588 Score] |2138654,Week 1.2_Anthropology and Science [Total Pts: 1 Score] |2175184,Week 2.2 Lecture_Inheritance and Genetics [Total Pts: 1 Score] |2177170,Week 3.1_Population Genetics and Adaptations pt. 1_FA21 [Total Pts: 1 Score] |2184208,Week 3.1_Population Genetics and Adaptations pt. 2_FA21 [Total Pts: 1 Score] |2184209,Week 3.2_Human Population Genetics_FA21 [Total Pts: 1 Score] |2184210,Week 4.1_Fossils and Pre-primates_FA21 [Total Pts: 1 Score] |2184212,Week 5.1_Fossil Primates pt. 1_FA21 [Total Pts: 1 Score] |2184217,Week 5.1_Fossil Primates pt. 2_FA21 [Total Pts: 1 Score] |2184219,Week 5.2_Living Primates; Primate Social Behavior_FA21 [Total Pts: 1 Score] |2184222,6.1_Primate Cognition and Intelligence_FA21 [Total Pts: 1 Score] |2184225,Week 7.1_Your Inner Monkey_FA21 [Total Pts: 1 Score] |2184286,Week 7.2_Fossil Hominins pt. 1_FA21 [Total Pts: 1 Score] |2184287,Week 7.2_Fossil Hominins pt. 2_FA21 [Total Pts: 1 Score] |2184288,Week 7.2_Fossil Hominins pt. 3_FA21 [Total Pts: 1 Score] |2184290,Week 8.1_Australopithecines pt. 1_FA21 [Total Pts: 1 Score] |2184340,Week 8.1_Australopithecines pt. 2_FA21 [Total Pts: 1 Score] |2184341,Week 8.2_Intro to the genus Homo_FA21 [Total Pts: 1 Score] |2184342,Week 9.1_Homo erectus and variants_FA21 [Total Pts: 1 Score] |2192419,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1_FA21 [Total Pts: 1 Score] |2192420","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2_FA21 [Total Pts: 1 Score] |2192421",Week 10.1_Origins and Migration of Modern Humans pt 1_FA21 [Total Pts: 1 Score] |2245069,Week 10.1_Origins and Migration of Modern Humans pt 2_FA21 [Total Pts: 1 Score] |2245071,Lab One: Pigeonetics [Total Pts: 20 Score] |2192204,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2192205,Lab 3: Primate Evolution [Total Pts: 20 Score] |2192206,Lab 4: Primate Behavior and Observation [Total Pts: 20 Score] |2238914,Lab 5: The Human Skeleton [Total Pts: 20 Score] |2241953,Lab 6: Austalopithecines and Early Homo [Total Pts: 20 Score] |2239583,Lab 7: Later Members of the Genus Homo [Total Pts: 20 Score] |2244092,Lab 8: Science Literacy [Total Pts: 20 Score] |2191833,Lab 9: Human Variation [Total Pts: 20 Score] |2270771,Lab 10: Bioarchaeology and Forensics [Total Pts: 20 Score] |2244095,Week 4 Lab Session [Total Pts: 5 Score] |2245107,Week 5 Lab Session [Total Pts: 5 Score] |2245108,Week 7 Lab Session [Total Pts: 5 Score] |2245109,Week 8 Lab Session [Total Pts: 5 Score] |2245110,Week 9 Lab Session [Total Pts: 5 Score] |2245113,Week 10 Lab Session [Total Pts: 5 Score] |2245114,Week 12 Lab Session [Total Pts: 5 Score] |2245115,Week 13 Lab Session [Total Pts: 5 Score] |2245118,Week 15 Lab Session [Total Pts: 5 Score] |2245119,Academic Dishonesty Quiz [Total Pts: 5 Score] |2225736,Syllabus Quiz Fall 2021 [Total Pts: 5 Score] |2225737,Extra Credit Survey 1_FA21 [Total Pts: 0 Complete/Incomplete] |2244200,Extra Credit Survey 2_FA21 [Total Pts: 0 Complete/Incomplete] |2273353,Extra Credit Survey 3_FA21 [Total Pts: 0 Complete/Incomplete] |2281812,Survey Extra Credit points [Total Pts: 0 Score] |2245075,Documentary Analysis [Total Pts: 0 Score] |2246930,Bonus Lab: Ethics [Total Pts: 0 Score] |2246984,Exam 1 Study Guide [Total Pts: 0 Score] |2238690,Exam 1_FA2021 [Total Pts: 100 Score] |2238686,Exam 2 Study Guide [Total Pts: 0 Score] |2249403,Exam 2_FA2021 [Total Pts: 100 Score] |2268007,Exam 3 Study Guide [Total Pts: 0 Score] |2273376,Exam 3_FA21 [Total Pts: 100 Score] |2281987,Week 12.1_Intro to Human Variation_FA21 [Total Pts: 1 Score] |2245155,Week 12.1_Human Variation pt 1_FA21 [Total Pts: 1 Score] |2245159,Week 12.1_Human Variation pt 2_FA21 [Total Pts: 1 Score] |2245161,Week 12.2_How race becomes biology pt 1_FA21 [Total Pts: 1 Score] |2245162,Week 12.2_How race becomes biology pt 2_FA21 [Total Pts: 1 Score] |2245163,Week 12.2_How race becomes biology pt 3_FA21 [Total Pts: 1 Score] |2245164,Week 13.1_Diet & Agriculture 1_FA21 [Total Pts: 1 Score] |2251570,Week 13.2_Diet & Agriculture 2 pt. 1_FA21 [Total Pts: 1 Score] |2251571,Week 13.2_Diet & Agriculture 2_part 2_FA21 [Total Pts: 1 Score] |2251572,Week 14.1_Forensic Anthropology_FA21 [Total Pts: 1 Score] |2251644,Week 15.1_Are we still evolving?_FA21 [Total Pts: 1 Score] |2251662,Lecture Total [Total Pts: up to 33 Score] |2272943,Final Grade Letter [Total Pts: 0 Text] |2281847,Final Grade Percentage [Total Pts: up to 588 Percentage] |2281849,Current grade (Weeks 1-11) [Total Pts: up to 402 Percentage] |2273358,Current grade (Weeks 1-11) letter [Total Pts: up to 402 Letter] |2273462,Midterm grade [Total Pts: up to 219 Letter] |2245147,Midterm Grade Percentage [Total Pts: up to 219 Percentage] |2273460,TA and Lab Time [Total Pts: 0 Text] |2225820,ANTH105- Mid-Semester Check-In-L.Smith [Total Pts: 0 Complete/Incomplete] |2244427,Lab 10: Bioarchaeology and Forensics [Total Pts: 0 Score] |2281201,Total Assignment Percentage [Total Pts: up to 245 Percentage] |2292165,Total Exam Percentage [Total Pts: up to 300 Percentage] |2292166,Total Attendance Percentage [Total Pts: up to 33 Percentage] |2292169,Total Extra Credit [Total Pts: 0 Score] |2292170
510.7501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16,19,15.0001,18,19.5,17.75,18,18,20,15.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,Complete,Complete,Complete,6.0,20,In Progress,,68.0,,82.0,,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,86.86225999999999,89.36569,B,B,81.7352,KB W9,,,90.51024,74.0,100.0,26
570.63333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.33333,20,20,19,18.8,18,19.5,19,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,In Progress,5,80.0,5,94.0,5.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,97.04648,95.80431,A,A,94.44444,EW M1,,,96.78911,90.0,100.0,21
523.16656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.16666,18,14.4999,19.5,20,18,18.5,18.5,15,19,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,4.0,5.0,Complete,Complete,Complete,,20,,5,78.0,5,72.0,5.0,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,88.9739,91.45934,B,B,87.29066,KM F11,,,87.41492,77.33333,100.0,35
484.16646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,15.66666,0,13.9998,19,20,17,17,18.5,20,18.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.5,Complete,Complete,,4.0,,,5,74.0,,72.0,5.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,30.0,B,82.34123000000001,78.64837,C,C,76.78833,WF M9,,,81.49651,77.33333,90.90909,14
381.8999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0,14.9999,13.5,16.4,0,8,16,20,16,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,Complete,6.0,,20,,44.0,,54.0,,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,D,64.94896,55.696490000000004,F,F,58.21913000000001,EW M11,,,63.63261,52.66666,100.0,26
522.96686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.16666,20,18.0002,20,18.8,19,20,19,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,Complete,Complete,Complete,6.0,,,,76.0,,78.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,88.93994,88.67334,B,A,90.25884,KB F9,,,97.33341,78.66666,100.0,6
593.0833299999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.33333,17.25,17,19.5,19.5,20,19.5,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,Complete,Complete,Complete,6.0,20,20,5,82.0,5,92.0,5.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,100.86451,99.15008,A,A,91.13394,WF M9,,,94.93196999999999,86.0,100.0,61
511.33333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.33333,18.5,18,19,19,18,19,20,20,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,,,70.0,5,60.0,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,86.96145,86.15256,B,B,83.25721999999999,WF M9,,,92.99319,70.0,100.0,31
526.4998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,19,16.4998,16.5,20,15,20,18,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,Complete,Complete,Complete,6.0,20,20,,40.0,5,88.0,5.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,89.54078,84.95019,C,D,68.72136,,Complete,,91.42848000000001,68.0,100.0,56
504.8001,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.5,19,15.0001,19,15.3,16.5,14,19,20,17.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,,5,76.0,5,70.0,5.0,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.5,B,85.85035,84.40299999999999,B,B,89.26945,EW M11,,,88.898,74.66666,98.48484,21
503.41666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66666,20,16.5,18.75,20,15,19,19,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,,,,,,,,80.0,,78.0,,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.0,B,85.61506999999999,86.42205,B,B,87.86148,,,,95.06801999999999,76.66666,96.96969,0
214.0,,,,,,,,,,,,,,,,,,,,,,,12,10,0,19,0,10,0,0,0,0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,84.0,,,,58.0,,,1.0,,,,,,,,,1.0,F,36.39455,38.55721,F,D,61.64383,,,,28.97959,47.33333,3.0303,0
547.6664599999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.66666,18,17.4998,19,20,19,19.5,20,20,19.5,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,,Complete,4.0,,,,82.0,5,88.0,,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,93.14055,91.08618,A,B,87.51893000000001,EW M11,,,93.94549,88.66666,100.0,9
454.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,18.0001,19,18,0,14.5,20,20,18.5,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,Complete,6.0,,,,84.0,,70.0,,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,77.2109,71.01992,C,C,75.34251,KB F9,,,68.57146,79.33333,100.0,6
556.4667599999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66666,20,19.0001,19.5,18.3,20,19,19,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,5.0,Complete,Complete,Complete,6.0,,,,94.0,,82.0,,94.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,94.6372,94.02158,A,A,98.47797,WF M3,,,97.53745,90.0,100.0,6
386.66646000000003,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,18.66666,19.5,17.9998,18.5,19.5,20,17.5,17.5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.5,4.0,Complete,,,2.0,,,,56.0,,74.0,,52.0,,,1.0,,,,,,,,,5.0,D,65.7596,76.16081,C,C,73.13535999999999,WF M3,,,77.2108,60.66666,15.15151,2
478.13333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.83333,20,18.5,17,18.8,18.5,15.5,12.5,18,0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,,5,72.0,,80.0,,80.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,31.0,B,81.31519,85.48092,B,B,88.05174,EW M1,,,79.44216999999999,77.33333,93.93939,11
569.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.5,20,17,19.5,20,18.5,19.5,17,20,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,Complete,Complete,Complete,6.0,,,5,94.0,5,94.0,5.0,90.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,A,96.7687,99.25373,A,A,100.0,,,,93.06121999999999,92.66666,96.96969,21
577.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,20,20,19.5,19,18,19.5,19,20,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,0,5,84.0,5,82.0,5.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,98.15759,99.04643,A,A,96.65144000000001,,Complete,,97.0068,85.33333,100.0,41
525.83323,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.33333,18,15.4999,19,19,20,18.5,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,10,,,78.0,,82.0,,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,A,89.42742,89.51075,B,B,85.54028000000001,EW M11,,,94.42172,80.0,87.87878,16
539.58323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.83333,20,14.4999,19.25,20,18.5,18.5,18.5,20,20,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,,4.0,20,,,86.0,,80.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,91.76585,92.80677,B,A,90.44896,WF M3,,,91.8707,82.66666,100.0,24
487.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.66666,20,18.5,15.5,19,18,18,18,20,17.5,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,20,In Progress,,60.0,,64.0,,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,82.85146999999999,82.50414,C,C,79.75646,JH R10,,,89.86394,66.0,100.0,26
370.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.5,0,0,0.75,0,0,17.5,0,0,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,In Progress,In Progress,Complete,6.0,,,,68.0,,84.0,,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,D,62.96768,59.76368000000001,F,F,53.3105,,,,35.408159999999995,78.66666,96.96969,6
426.66666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,17.16666,20,16,18,18,In Progress,In Progress,In Progress,14,15,5.0,,5.0,,5.0,5.0,,,5.0,4.5,3.5,Complete,,,,10,,5,80.0,,66.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.5,C,72.56235,74.54394,C,B,85.92084,KM W3,,,58.43536999999999,76.0,98.48484,15
465.9,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,17,19,19,15.4,18.5,17,0,16,0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,,In Progress,,86.0,,86.0,,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,B,79.23469,86.04477,B,B,89.49771,JH T10,,,68.93876999999999,83.33333,93.93939,6
585.9998,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,19.5,20,18.9998,20,20,20,20,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,10,20,,88.0,,94.0,,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,A,99.65982,95.64671,A,A,92.46566,WF M3,,,99.18359,92.66666,57.57575,36
295.4001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.5,0,6.0001,0,18.9,17,19,19,20,8,0.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,4.0,5.0,,Complete,,2.0,,In Progress,,,,56.0,,56.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,26.0,F,50.23811,45.1244,F,F,21.68954,EW M11,,,59.755140000000004,37.33333,78.78787,2
479.41666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,20,0,15.75,20,0,0,17,20,20,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,,20,,80.0,,84.0,,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,81.53344,71.24792,C,C,77.3592,,In Progress,,63.84353,84.66666,100.0,26
509.91666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.66666,20,14.5,18.25,20,16,17.5,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,,,2.0,20,,,72.0,,64.0,,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,31.0,B,86.72052,84.80513,C,B,82.38203,,,,92.61904,73.33333,93.93939,22
415.8499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.5,19,14.4999,15.5,11.35,14,13.5,16.5,20,18,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Complete,Complete,Complete,6.0,10,0,,50.0,,60.0,,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,70.72277,70.98255999999999,D,C,70.09127,,Complete,,80.75506,53.333330000000004,100.0,16
484.7498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,20,9.9998,19,19.25,6.5,16,16.5,20,15.5,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,Complete,,,2.0,,,,78.0,,90.0,,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,82.44044,78.54472,C,C,78.0821,KB W9,,,75.81624000000001,88.0,100.0,2
457.16675999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.16666,18,15.5001,18,19.5,19.5,18,19,15,20,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,3.5,4.0,Complete,Complete,Complete,,20,,,56.0,,72.0,,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,77.74944,81.88226999999999,C,C,71.76564,KM F11,,,85.98643,62.0,100.0,20
502.66666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.66666,20,19,18.5,16,18.5,18,0,20,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,,,2.0,,In Progress,5,84.0,5,82.0,5.0,90.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,28.0,B,85.48751999999999,90.96185,A,A,92.77016,,,,78.23128,85.33333,84.84848000000001,17
418.5498,,,,,,,,,,,,,,,,,,,,,,,0,17.5,13.4998,18,15.05,19.5,14.5,18,20,2.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,3.0,Complete,Complete,Complete,6.0,,In Progress,,74.0,,72.0,,80.0,,,1.0,,,,,,,,,1.0,C,71.18193000000001,71.40541999999999,C,D,68.94968,EW M1,,,72.87746,75.33333,3.0303,6
513.41666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,20,17.5,18.5,17.75,18.5,18,16,20,16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,,4.0,,,,84.0,,88.0,,72.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,30.0,B,87.31575,91.14842,A,A,91.85692,,,,92.21088,81.33333,90.90909,4
510.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,20,0,18.5,19.5,17,20,18,20,16,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,Complete,,Complete,4.0,,In Progress,,80.0,,92.0,,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,86.73469,84.57711,B,B,81.50684,,,,77.95918,90.66666,100.0,4
458.66646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,20,15.9998,19.5,19.5,5,14.5,19,18,In Progress,,5.0,5.0,,,5.0,,,,5.0,4.5,Complete,,,,20,,5,80.0,,70.0,,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,78.0045,83.25036,C,B,87.97555,KM F11,,,67.41488000000001,75.33333,100.0,25
510.7498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,20,13.4998,19.5,17.75,19,17.5,20,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,Complete,,2.0,,,,62.0,,86.0,,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,86.86221,83.89298000000001,B,C,79.45196,EW M11,,,94.18359,78.66666,100.0,2
568.3398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,20,18.9998,18.5,18.84,19.5,19.5,19,20,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,,4.0,,,5,90.0,5,96.0,5.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,96.65642,98.09447,A,A,97.03187,EW M11,,,96.05705999999999,90.66666,100.0,19
