Total [Total Pts: up to 588 Score] |2138654,Week 1.2_Anthropology and Science [Total Pts: 1 Score] |2175184,Week 2.2 Lecture_Inheritance and Genetics [Total Pts: 1 Score] |2177170,Week 3.1_Population Genetics and Adaptations pt. 1_FA21 [Total Pts: 1 Score] |2184208,Week 3.1_Population Genetics and Adaptations pt. 2_FA21 [Total Pts: 1 Score] |2184209,Week 3.2_Human Population Genetics_FA21 [Total Pts: 1 Score] |2184210,Week 4.1_Fossils and Pre-primates_FA21 [Total Pts: 1 Score] |2184212,Week 5.1_Fossil Primates pt. 1_FA21 [Total Pts: 1 Score] |2184217,Week 5.1_Fossil Primates pt. 2_FA21 [Total Pts: 1 Score] |2184219,Week 5.2_Living Primates; Primate Social Behavior_FA21 [Total Pts: 1 Score] |2184222,6.1_Primate Cognition and Intelligence_FA21 [Total Pts: 1 Score] |2184225,Week 7.1_Your Inner Monkey_FA21 [Total Pts: 1 Score] |2184286,Week 7.2_Fossil Hominins pt. 1_FA21 [Total Pts: 1 Score] |2184287,Week 7.2_Fossil Hominins pt. 2_FA21 [Total Pts: 1 Score] |2184288,Week 7.2_Fossil Hominins pt. 3_FA21 [Total Pts: 1 Score] |2184290,Week 8.1_Australopithecines pt. 1_FA21 [Total Pts: 1 Score] |2184340,Week 8.1_Australopithecines pt. 2_FA21 [Total Pts: 1 Score] |2184341,Week 8.2_Intro to the genus Homo_FA21 [Total Pts: 1 Score] |2184342,Week 9.1_Homo erectus and variants_FA21 [Total Pts: 1 Score] |2192419,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1_FA21 [Total Pts: 1 Score] |2192420","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2_FA21 [Total Pts: 1 Score] |2192421",Week 10.1_Origins and Migration of Modern Humans pt 1_FA21 [Total Pts: 1 Score] |2245069,Week 10.1_Origins and Migration of Modern Humans pt 2_FA21 [Total Pts: 1 Score] |2245071,Lab One: Pigeonetics [Total Pts: 20 Score] |2192204,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2192205,Lab 3: Primate Evolution [Total Pts: 20 Score] |2192206,Lab 4: Primate Behavior and Observation [Total Pts: 20 Score] |2238914,Lab 5: The Human Skeleton [Total Pts: 20 Score] |2241953,Lab 6: Austalopithecines and Early Homo [Total Pts: 20 Score] |2239583,Lab 7: Later Members of the Genus Homo [Total Pts: 20 Score] |2244092,Lab 8: Science Literacy [Total Pts: 20 Score] |2191833,Lab 9: Human Variation [Total Pts: 20 Score] |2270771,Lab 10: Bioarchaeology and Forensics [Total Pts: 20 Score] |2244095,Week 4 Lab Session [Total Pts: 5 Score] |2245107,Week 5 Lab Session [Total Pts: 5 Score] |2245108,Week 7 Lab Session [Total Pts: 5 Score] |2245109,Week 8 Lab Session [Total Pts: 5 Score] |2245110,Week 9 Lab Session [Total Pts: 5 Score] |2245113,Week 10 Lab Session [Total Pts: 5 Score] |2245114,Week 12 Lab Session [Total Pts: 5 Score] |2245115,Week 13 Lab Session [Total Pts: 5 Score] |2245118,Week 15 Lab Session [Total Pts: 5 Score] |2245119,Academic Dishonesty Quiz [Total Pts: 5 Score] |2225736,Syllabus Quiz Fall 2021 [Total Pts: 5 Score] |2225737,Extra Credit Survey 1_FA21 [Total Pts: 0 Complete/Incomplete] |2244200,Extra Credit Survey 2_FA21 [Total Pts: 0 Complete/Incomplete] |2273353,Extra Credit Survey 3_FA21 [Total Pts: 0 Complete/Incomplete] |2281812,Survey Extra Credit points [Total Pts: 0 Score] |2245075,Documentary Analysis [Total Pts: 0 Score] |2246930,Bonus Lab: Ethics [Total Pts: 0 Score] |2246984,Exam 1 Study Guide [Total Pts: 0 Score] |2238690,Exam 1_FA2021 [Total Pts: 100 Score] |2238686,Exam 2 Study Guide [Total Pts: 0 Score] |2249403,Exam 2_FA2021 [Total Pts: 100 Score] |2268007,Exam 3 Study Guide [Total Pts: 0 Score] |2273376,Exam 3_FA21 [Total Pts: 100 Score] |2281987,Week 12.1_Intro to Human Variation_FA21 [Total Pts: 1 Score] |2245155,Week 12.1_Human Variation pt 1_FA21 [Total Pts: 1 Score] |2245159,Week 12.1_Human Variation pt 2_FA21 [Total Pts: 1 Score] |2245161,Week 12.2_How race becomes biology pt 1_FA21 [Total Pts: 1 Score] |2245162,Week 12.2_How race becomes biology pt 2_FA21 [Total Pts: 1 Score] |2245163,Week 12.2_How race becomes biology pt 3_FA21 [Total Pts: 1 Score] |2245164,Week 13.1_Diet & Agriculture 1_FA21 [Total Pts: 1 Score] |2251570,Week 13.2_Diet & Agriculture 2 pt. 1_FA21 [Total Pts: 1 Score] |2251571,Week 13.2_Diet & Agriculture 2_part 2_FA21 [Total Pts: 1 Score] |2251572,Week 14.1_Forensic Anthropology_FA21 [Total Pts: 1 Score] |2251644,Week 15.1_Are we still evolving?_FA21 [Total Pts: 1 Score] |2251662,Lecture Total [Total Pts: up to 33 Score] |2272943,Final Grade Letter [Total Pts: 0 Text] |2281847,Final Grade Percentage [Total Pts: up to 588 Percentage] |2281849,Current grade (Weeks 1-11) [Total Pts: up to 402 Percentage] |2273358,Current grade (Weeks 1-11) letter [Total Pts: up to 402 Letter] |2273462,Midterm grade [Total Pts: up to 219 Letter] |2245147,Midterm Grade Percentage [Total Pts: up to 219 Percentage] |2273460,TA and Lab Time [Total Pts: 0 Text] |2225820,ANTH105- Mid-Semester Check-In-L.Smith [Total Pts: 0 Complete/Incomplete] |2244427,Lab 10: Bioarchaeology and Forensics [Total Pts: 0 Score] |2281201,Total Assignment Percentage [Total Pts: up to 245 Percentage] |2292165,Total Exam Percentage [Total Pts: up to 300 Percentage] |2292166,Total Attendance Percentage [Total Pts: up to 33 Percentage] |2292169,Total Extra Credit [Total Pts: 0 Score] |2292170
421.76655999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,20,13.9999,19,16.6,15.5,0,18,0,14,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,Complete,,Complete,4.0,,,,84.0,,74.0,,62.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,32.0,C,71.729,77.80261999999999,C,B,88.43221,EW M1,,,63.57818,73.33333,96.96969,4
481.41675999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.16666,15,15.5001,18.5,19.5,14.75,17.5,19,20,13.5,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.5,4.5,Complete,,,2.0,,In Progress,,66.0,5,78.0,,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,81.87359000000001,80.82506,B,C,78.61495,KB W9,,,85.88439,74.0,100.0,7
517.4164599999999,1.0,1.0,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,18.66666,20,17.4998,18.5,18.75,20,19,19.5,20,17,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,4.5,4.5,Complete,,,,20,,5,76.0,5,82.0,,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,26.5,B,87.99599,93.76031,B,B,86.834,KM W3,,,91.39447,76.0,80.30303,30
502.6,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,19.5,19.5,0,20,16.1,20,19,18.5,20,19.5,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,,Complete,2.0,,,,84.0,,94.0,,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,27.5,B,85.47619,86.09451999999999,B,B,80.82191,WF M3,,,84.53061,85.33333,83.33333,2
525.33313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.33333,20,17.9998,18,19,18,19,17.5,20,18,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,4.5,5.0,,,,,,,,92.0,,88.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,89.34236,90.00824,A,A,93.5311,,In Progress,,90.13597,87.33333,100.0,0
332.8001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,15.2501,17,14.55,0,0,0,18,17,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,3.5,4.5,Complete,Complete,Complete,6.0,,,,54.0,,52.0,,58.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,F,56.59865,53.1841,F,F,59.01831,KB F9,,,49.71432,54.66666,100.0,6
540.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,20,17,16,12.55,18.5,15.5,0,20,18,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,Complete,Complete,6.0,20,20,5,84.0,5,70.0,5.0,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,91.93027,90.43531999999999,B,A,93.15068000000001,,,,79.81631999999999,80.66666,100.0,61
512.4666599999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.66666,20,18,18.5,14.8,15.5,19.5,18,20,17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,Complete,Complete,,4.0,10,,5,82.0,5,72.0,5.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,32.0,B,87.15419,89.91707,B,A,92.08523000000001,,,,91.0068,73.33333,96.96969,29
525.6598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,16.66,16.5,14.9998,19.75,18,13.75,13,17,20,19,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,,Complete,2.0,,20,,76.0,5,84.0,5.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,A,89.39792,83.2487,B,B,81.69397,KB W9,,,85.16726,81.33333,96.96969,32
544.41666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66666,17,13,17.75,20,18,19,18.5,20,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,Complete,Complete,Complete,6.0,20,0,5,70.0,5,82.0,5.0,84.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,92.58785999999999,92.76533,B,B,84.89345,,Complete,,92.21088,78.66666,100.0,41
451.33333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.33333,19.5,19.5,13.5,18,18.5,17,18,20,5,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.5,4.5,Complete,Complete,,4.0,,,,60.0,,70.0,,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,C,76.75735999999999,77.94360999999999,C,C,76.1796,,,,82.17685999999999,68.0,100.0,4
542.66666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.16666,20,18,19.5,20,19.5,19.5,19,20,16.5,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.5,5.0,Complete,Complete,,4.0,,,5,92.0,,88.0,,92.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,31.0,A,92.29024,96.06135,A,A,98.70623,KB F9,,,90.2721,90.66666,93.93939,9
528.86676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66666,20,19.0001,20,18.2,19.5,19,20,20,13,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,4.5,5.0,Complete,Complete,Complete,,,,5,88.0,,94.0,,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,89.94332,95.48924,A,A,95.96655,KM W3,,,91.1701,86.0,100.0,5
565.66676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.16666,20,18.0001,19.5,20,20,20,20,20,20,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,,Complete,,2.0,,,,96.0,,94.0,,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,96.20182,95.43949,A,A,96.65148,KB W9,,,95.78235,95.33333,100.0,2
500.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,18.9,20,18.5,19,20,19.5,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,4.5,,Complete,Complete,4.0,20,20,,86.0,5,90.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,85.10204,79.32835,C,F,56.39269,KB W9,,,61.59183,86.0,100.0,49
525.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,20,14.5,18.75,20,20,16.5,20,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,Complete,Complete,Complete,6.0,,20,5,72.0,5,70.0,5.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,89.32823,86.62935,B,B,88.47031,,,,95.81631999999999,69.33333,100.0,41
580.5001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,20,19.0001,19.5,19.5,20,19.5,18,20,20,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,Complete,Complete,,,,,5,98.0,5,96.0,5.0,98.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,98.7245,100.37315,A,A,100.68496999999999,KM F11,,,94.08166999999999,97.33333,100.0,15
476.9598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.16,19,17.4998,19,17.8,17.5,15,18,20,19,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,5.0,Complete,Complete,Complete,6.0,,,,66.0,5,78.0,,68.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,81.11561,82.3283,B,C,79.75333,KB F9,,,86.5142,70.66666,100.0,11
551.41666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,18.66666,19,18,19,14.75,0,19.5,18.5,20,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Complete,Complete,Complete,6.0,,,5,94.0,5,92.0,,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,A,93.77834,92.26782,A,A,99.39116,,Complete,,86.70067,94.0,96.96969,16
409.4098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.91,17,17.9998,19.25,18,14.75,16.5,11,16,17.5,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,4.0,4.5,Complete,Complete,,4.0,,In Progress,,72.0,,38.0,,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.0,C,69.62751,72.36561999999999,C,B,84.77616,KB F9,,,82.00399999999999,54.66666,96.96969,4
545.6664599999999,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,18.66666,18,12.9998,19,20,19.5,16.5,19,20,18,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.5,4.5,Complete,,,2.0,,20,,90.0,,80.0,,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,A,92.80041,87.23046,B,A,90.25865,EW M1,,,90.4761,87.33333,93.93939,22
448.66675999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.16666,19.5,14.0001,17.5,19.5,17,18.5,19,0,20,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,,In Progress,,74.0,,56.0,,76.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,29.0,C,76.30386999999999,78.52405999999999,C,B,82.95285,KB W9,,,80.88439,68.66666,87.87878,6
523.7498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16,18.5,11.4998,18.75,17,17,16,16,20,19.5,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,Needs Grading(20.00),,5,78.0,5,66.0,5.0,86.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,89.07309000000001,87.37557,B,B,87.78529,KB W9,,,85.81624000000001,76.66666,100.0,21
535.9164599999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.16666,19.5,18.9998,19.75,19.5,19.5,18,19,16,9,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,4.5,5.0,Complete,Complete,,,,20,,86.0,,86.0,,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,91.14225,91.5215,A,A,92.19929,KM F11,,,87.10875,86.66666,100.0,20
604.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,20,20,20,20,20,20,20,20,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Complete,Complete,Complete,6.0,20,,5,90.0,,98.0,,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,102.80611999999999,104.60199,A,A,100.22831,WF M9,,,99.18366999999999,96.0,100.0,31
486.66646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.66666,18,17.9998,18.5,20,16.5,18,18,20,19.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,4.0,Complete,Complete,Complete,6.0,,In Progress,,70.0,,70.0,,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,82.7664,82.87722,B,B,84.7792,EW M1,,,93.53733000000001,70.0,100.0,6
512.17166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.66666,20,18.5,18.5,18,17.5,17.5,16.005,20,11,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,Complete,Complete,Complete,6.0,20,20,5,54.0,5,66.0,5.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,87.10401999999999,85.11608000000001,B,B,82.26788,,,,88.43741,64.0,100.0,61
534.66676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.16666,16,15.0001,17,17,18,18,17.5,20,18,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Complete,Complete,Complete,6.0,,,,94.0,,84.0,,92.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,90.92971999999999,89.84246999999999,B,A,91.85696,,Complete,,88.02724,90.0,100.0,6
472.4998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.5,19.5,12.9998,15,19.5,8.5,16.5,16.5,20,19,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,,Complete,Complete,4.0,,,,70.0,,74.0,,78.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,80.3571,77.86064,C,B,80.59351,,Complete,,83.26522,74.0,100.0,4
394.2498,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,20,In Progress,14.9998,,14.75,16.5,18,,20,,5.0,,,5.0,,5.0,,,,4.5,4.5,,Complete,,,,,,88.0,,94.0,,76.0,,,1.0,,,,,,,,,8.0,D,67.04928000000001,73.94273000000001,C,D,65.75333,KM W3,,,48.67338,86.0,24.242420000000003,0
471.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.67,18.75,16,19,20,19,16.5,0,12,19,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.5,4.5,Complete,,Complete,4.0,,,,64.0,,80.0,,82.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,80.2585,82.81591999999999,B,B,81.92694,WF M3,,,81.6,75.33333,100.0,4
298.83333,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,12.33333,20,14.5,17,14.5,16,18,0,In Progress,0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,4.5,5.0,,,,,,,,68.0,,62.0,,,,,1.0,,,,,,,,,17.0,F,50.82199,71.60033,C,C,74.58142,,,,58.09523000000001,43.33333,51.51515,0
505.91646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.41666,17.5,16.9998,18.75,18,15.25,18,18.5,20,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,Complete,Complete,Complete,6.0,,,,74.0,,82.0,,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,86.04021,86.17324,B,B,86.834,KB W9,,,92.41488000000001,77.33333,100.0,6
531.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.66666,19,19.5,17.25,18.25,14.5,17.5,26,19,20,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,4.5,5.0,,Complete,Complete,4.0,,,5,86.0,5,78.0,5.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,90.33445999999999,89.34494000000001,B,A,94.93911,,Complete,,93.74149,80.0,100.0,19
509.16666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.66666,19,16.5,16,14,18.5,18,16.5,20,18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Complete,Complete,Complete,6.0,,,5,82.0,5,74.0,5.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,B,86.59295999999999,87.47926,B,A,90.94368,,,,89.45577,76.0,100.0,21
398.96656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.16666,18.25,16.9999,17,10.55,0,15,19.5,14,16.5,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,,5.0,5.0,,Complete,Complete,4.0,,,,70.0,,62.0,,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,D,67.85145,67.40460999999999,D,C,77.81578,WF M3,,,64.47614,64.66666,100.0,4
339.16646000000003,,,,,,,,,,,,,,,,,,,,,,,15.16666,15,14.4998,12.5,17,5.5,4.5,0,0,0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,4.5,4.5,,,,,,,,74.0,,72.0,,74.0,,,1.0,,,,,,,,,1.0,F,57.681369999999994,64.46925999999999,D,D,68.56915,KB W9,,,44.55773,73.33333,3.0303,0
530.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,20,13.5,19,20,19,19,20,19,19,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,4.5,Complete,Complete,Complete,,,,5,84.0,5,78.0,5.0,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,A,90.13605,90.2985,A,A,90.86757,KM W3,,,90.81631999999999,83.33333,100.0,15
