Syllabus Quiz [Total Pts: 5 Score] |1911615,Academic Dishonesty Quiz [Total Pts: 5 Score] |1870591,Week 2 Synch Session [Total Pts: 0 Score] |1934655,Lab 1 Submission Portal [Total Pts: 20 Score] |1870975,Lab 2 Submission Portal [Total Pts: 20 Score] |1880697,Week 4 Synch Session [Total Pts: 10 Score] |1934656,Lab 3 Submission Portal [Total Pts: 20 Score] |1880699,Week 5 Synch Session [Total Pts: 10 Score] |1934657,Lab 4 Submission Portal [Total Pts: 20 Score] |1880700,Week 6 - Synch Session [Total Pts: 10 Score] |1934717,Lab 5 Submission Portal [Total Pts: 20 Score] |1880703,Week 8 - Synch Session [Total Pts: 10 Score] |1934718,Lab 6 Submission Portal [Total Pts: 20 Score] |1880698,Week 9 - Synch Session [Total Pts: 10 Score] |1934720,Lab 7 Submission Portal [Total Pts: 20 Score] |1880702,Week 10 - Synch Session [Total Pts: 10 Score] |1934721,Lab 8 Submission Portal [Total Pts: 20 Score] |1905297,Week 12 - Synch Session [Total Pts: 10 Score] |1934722,Lab 9 Submission Portal [Total Pts: 20 Score] |1880704,Week 13 - Synch Session [Total Pts: 10 Score] |1934723,Lab 10 Submission Portal [Total Pts: 20 Score] |1880701,Week 15 - Synch Session [Total Pts: 10 Score] |1934725,Survey 1 [Total Pts: 0 Complete/Incomplete] |1902274,Survey 2 [Total Pts: 0 Complete/Incomplete] |1902273,All Extra Credit [Total Pts: 0 Score] |1931834,Midterm Attendance [Total Pts: 12 Score] |1934662,Exam 1 [Total Pts: 25 Score] |1943578,End of the semester survey [Total Pts: 0 Complete/Incomplete] |1945103,Exam 2 Fall 2020 [Total Pts: 25 Score] |1996668,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 2 Score] |2001405,Discussion Grade Total [Total Pts: 0 Text] |2001543,Midterm Percentage [Total Pts: up to 182 Percentage] |2273453,Midterm Grade [Total Pts: 0 Text] |2004473,Week 11.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2005571,Submit your Scavenger Hunt Packet HERE [Total Pts: 20 Score] |2006891,Submit your Museum Exhibit Design HERE [Total Pts: 40 Score] |2006893,Exam 3_FA2020 [Total Pts: 25 Score] |2006913,Submit your Peer Evaluation Rubrics HERE [Total Pts: 0 Score] |2009269,Week 13.1_Agriculture and Diet 1 [Total Pts: 1 Score] |2011226,Week 13.2_Agriculture and Diet 2 pt. 1 [Total Pts: 1 Score] |2011228,Week 13.2_Agriculture and Diet 2 pt. 2 [Total Pts: 2 Score] |2011229,Week 13_Pre-Lab Session Survey [Total Pts: 0 Complete/Incomplete] |2011877,Week 14.1_Forensic Anthropology [Total Pts: 2 Score] |2014015,Week 15.1_Are we still evolving? [Total Pts: 2 Score] |2018467,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2019144,Survey 3_FA2020 [Total Pts: 0 Complete/Incomplete] |2019403,Exam 4_FA2020 [Total Pts: 25 Score] |2021351,Total attendance grade (entire semester) [Total Pts: 30 Text] |2023789,Final Points [Total Pts: 0 Score] |2023926,Final Percentage [Total Pts: 0 Text] |2023928,Final Letter Grade [Total Pts: 0 Text] |2027259,Total Assignment Percentage [Total Pts: up to 350 Percentage] |2292064,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292068,Total Attendance Percentage [Total Pts: up to 30 Percentage] |2292083,Total Extra Credit [Total Pts: 0 Score] |2292090
4.5,5.0,10.0,16,19.5,10.0,0,10.0,9.0,10.0,13.25,0.0,0,10.0,6.0,10.0,15.75,0.0,14.0,10.0,17.0,10.0,Complete,Complete,13.0,12.0,21.0,,13.0,0.0,6.0,71.42857,D,0.0,18.5,39.0,16.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,15.0,24.0,354.5,68.0,D,68.0,65,80,13
4.5,4.0,10.0,11,19,10.0,0,10.0,17.5,0.0,18.25,0.0,15.75,10.0,14.25,0.0,11.0,10.0,19.0,10.0,18.0,10.0,Complete,,1.0,12.0,20.0,,17.0,2.0,5.5,68.68131,D,2.0,12.0,35.0,15.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,10.0,30.0,357.75,68.79,D,71.64285,62,100,1
4.5,5.0,10.0,16.5,19,0.0,19,10.0,20.0,10.0,16.5,10.0,0,10.0,0.0,0.0,16.0,10.0,19.0,10.0,0.0,10.0,Complete,,2.0,12.0,24.0,,24.0,2.0,20.0,90.10989000000001,A,2.0,19.0,37.0,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,,,,15.0,27.0,416.5,80.0,B,72.0,83,90,2
5.0,5.0,10.0,19,19,10.0,18,10.0,14.0,8.0,17.0,10.0,19,10.0,17.0,10.0,20.0,10.0,19.5,10.0,18.0,10.0,Complete,Complete,13.0,12.0,24.0,,21.0,2.0,30.0,90.65934,A,2.0,19.0,35.0,18.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,20.0,30.0,500.5,96.0,A,92.14285,83,100,13
5.0,4.0,10.0,20,20,10.0,0,10.0,20.0,10.0,20.0,10.0,19,10.0,18.0,10.0,19.0,10.0,20.0,10.0,20.0,10.0,In Progress,Complete,3.0,12.0,25.0,,20.0,2.0,25.0,85.71428,B,,20.0,38.0,19.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,Complete,21.0,27.0,473.0,90.96,A,92.57141999999999,85,90,3
4.5,4.5,10.0,18,19.5,10.0,19.25,10.0,20.0,10.0,19.0,10.0,18.25,10.0,17.75,10.0,19.25,10.0,19.5,10.0,19.25,10.0,Complete,Complete,4.0,12.0,21.0,,23.0,2.0,25.0,94.36813000000001,A,2.0,19.75,40.0,18.0,1,1.0,1.0,2.0,Complete,2.0,2.0,,,20.0,30.0,489.5,94.13,A,97.0,82,100,4
0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,0.0,0.0,0.0,,,,,,,,,,0.0,12.0,,,,0.0,0,40,0
5.0,5.0,10.0,17.5,0,10.0,16,10.0,20.0,10.0,17.625,10.0,16.25,10.0,18.5,10.0,17.5,0.0,18.0,10.0,18.0,10.0,,,1.0,12.0,25.0,,23.0,,21.5,84.34065,B,,20.0,38.0,19.0,Needs Grading,,,,Complete,,,In Progress,,21.0,12.0,429.875,82.7,B,84.8106,88,40,1
5.0,4.0,0.0,11.5,20,10.0,18.25,10.0,19.0,10.0,17.125,10.0,17,10.0,20.0,10.0,19.75,0.0,18.5,10.0,18.0,10.0,Complete,,1.0,12.0,23.0,,23.0,2.0,26.0,91.07141999999999,B,2.0,19.5,40.0,21.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,23.0,30.0,474.625,91.3,A,91.03571,90,100,1
5.0,4.5,10.0,17,20,10.0,17,10.0,20.0,10.0,20.0,10.0,20,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,,,0.0,12.0,25.0,,18.0,2.0,16.0,92.58241,B,2.0,20.0,40.0,22.0,Needs Grading,,,,Complete,,,,,24.0,18.0,476.5,90.0,A,98.28571,89,60,0
4.5,5.0,10.0,20,20,10.0,19.5,10.0,20.0,10.0,17.5,10.0,19,10.0,18.0,10.0,20.0,10.0,18.5,10.0,18.0,10.0,Complete,,3.0,12.0,23.0,,22.0,2.0,30.0,96.70329,A,2.0,18.5,38.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,24.0,30.0,507.5,98.0,A,96.28571,86,100,3
4.5,3.5,10.0,19.5,0,10.0,0,0.0,20.0,0.0,18.0,10.0,16,10.0,0.0,10.0,,10.0,19.0,10.0,0.0,10.0,Complete,,2.0,12.0,23.0,,15.0,,6.0,59.06593,F,2.0,20.0,37.0,18.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,11.0,27.0,341.5,66.0,D,62.71428,67,90,2
0.0,0.0,10.0,20,0,10.0,16.75,10.0,19.0,10.0,0.0,10.0,0,10.0,16.0,10.0,19.5,10.0,19.75,8.0,19.75,10.0,Complete,,3.0,12.0,24.0,,20.0,2.0,14.0,77.88461,C,,19.5,38.0,20.0,3,1.0,1.0,2.0,,2.0,,Complete,Complete,20.0,24.0,403.25,77.55,C,78.92857,84,80,3
5.0,4.5,10.0,19.25,19.25,10.0,20,10.0,17.5,10.0,19.25,10.0,19,10.0,19.5,10.0,18.0,10.0,20.0,0.0,19.0,10.0,Complete,Complete,4.0,12.0,24.0,,23.0,2.0,30.0,95.87912,A,2.0,19.5,38.0,18.0,1,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,23.0,30.0,489.75,94.18,A,93.78571,88,100,4
5.0,4.0,0.0,13,19.25,10.0,16.5,10.0,0.0,10.0,12.25,10.0,17.5,10.0,6.25,10.0,17.75,10.0,18.0,8.0,19.0,10.0,Complete,Complete,19.0,12.0,19.0,,19.0,,18.5,75.68681,C,,16.75,35.5,17.0,Needs Grading,,,,In Progress,,1.0,Complete,Complete,20.0,13.5,414.75,79.75,B,79.92857,75,45,19
4.5,4.5,10.0,20,19.5,10.0,20,10.0,19.5,0.0,19.25,10.0,18.5,0.0,17.0,10.0,19.5,10.0,20.0,0.0,18.0,10.0,Complete,Complete,1.0,12.0,25.0,,21.0,2.0,30.0,91.20879000000001,A,0.0,20.0,39.0,18.0,0,0.0,0.0,0.0,Complete,0.0,2.0,Complete,Complete,20.0,18.0,453.25,87.0,B,88.64285,84,60,1
0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Complete,Complete,0.0,12.0,0.0,,0.0,0.0,0.0,6.5934,F,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Complete,0.0,,,,0.0,12.0,12.0,2.0,F,0.0,0,40,0
0.0,0.0,0.0,17.75,19.25,0.0,0,0.0,16.75,0.0,19.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Complete,1.0,12.0,21.0,,14.0,,5.0,55.35714,F,,17.5,0.0,15.0,3,,,,,,,,,11.0,12.0,169.75,32.64,F,25.92857,61,40,1
5.0,4.5,10.0,18,19.5,10.0,17.5,10.0,18.5,0.0,17.0,10.0,0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,Complete,Complete,0.0,12.0,22.0,,16.0,2.0,17.0,84.06593000000001,B,2.0,19.5,39.0,11.0,0,1.0,1.0,2.0,Complete,0.0,,,,12.0,24.0,331.5,64.0,D,62.571419999999996,61,80,0
5.0,4.5,10.0,14,16,0.0,18,0.0,18.5,0.0,16.5,0.0,0,0.0,,,,,,,,,Complete,,1.0,12.0,19.0,,0.0,,16.0,58.7912,F,,,,,,,,,,,,,,,12.0,,,,23.71428,19,40,1
5.0,5.0,10.0,19.75,20,10.0,19,10.0,19.5,10.0,19.0,10.0,19,10.0,20.0,10.0,18.25,10.0,20.0,10.0,20.0,10.0,Complete,Complete,3.0,12.0,25.0,,21.0,2.0,30.0,96.84065,A,2.0,20.0,40.0,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,21.0,30.0,507.5,96.0,A,98.42857,87,100,3
4.5,4.5,10.0,19.75,15,10.0,20,10.0,20.0,10.0,18.75,10.0,17,10.0,18.5,10.0,19.75,10.0,18.0,10.0,18.75,10.0,Complete,,1.0,12.0,25.0,,21.0,2.0,23.0,94.36813000000001,A,2.0,18.5,34.5,19.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,,,,20.0,27.0,473.5,91.05,A,93.85714,85,90,1
,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
5.0,3.5,10.0,16,17,10.0,16,10.0,17.5,10.0,17.125,5.0,15,10.0,13.0,5.0,17.25,10.0,17.0,10.0,14.0,10.0,Complete,Complete,4.0,12.0,20.0,,,2.0,19.0,75.27472,B,2.0,18.0,36.0,15.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,13.0,30.0,403.375,77.6,C,83.96428,48,100,4
5.0,3.5,10.0,15,17,10.0,17.5,10.0,16.0,10.0,16.25,5.0,15.25,10.0,16.0,10.0,16.0,10.0,18.5,10.0,20.0,0.0,Complete,Complete,4.0,12.0,23.0,,22.0,2.0,22.0,88.46153000000001,B,,15.0,40.0,19.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,20.0,27.0,443.0,85.2,B,85.0,84,90,4
4.5,5.0,10.0,17.5,18.5,10.0,16,10.0,0.0,10.0,18.0,10.0,15.75,10.0,14.0,10.0,0.0,0.0,18.0,10.0,15.0,10.0,Complete,Complete,4.0,12.0,25.0,,22.0,2.0,26.0,82.6923,B,2.0,19.75,40.0,21.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,17.0,30.0,427.0,82.1,B,77.85714,85,100,4
5.0,4.5,10.0,19.5,20,10.0,20,10.0,20.0,8.0,18.5,10.0,20,10.0,17.0,10.0,19.0,10.0,18.0,10.0,17.0,10.0,Complete,Complete,10.0,12.0,21.0,,25.0,2.0,30.0,96.15384,A,2.0,19.0,39.0,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,30.0,511.5,98.0,A,95.71428,85,100,10
5.0,4.5,10.0,18,14.5,0.0,18,10.0,19.5,10.0,17.0,10.0,16.5,10.0,16.0,10.0,18.75,10.0,19.0,10.0,19.5,10.0,Complete,Complete,14.0,12.0,14.0,,21.0,2.0,20.0,80.4945,C,2.0,19.5,34.0,18.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,14.0,30.0,450.75,86.68,B,88.64285,67,100,14
4.0,4.0,10.0,18,20,10.0,19,10.0,19.5,10.0,19.75,10.0,14,10.0,15.5,10.0,18.25,9.0,19.5,10.0,19.0,10.0,Complete,Complete,1.0,12.0,21.0,,15.0,2.0,30.0,89.28571,A,2.0,20.0,34.0,15.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,14.0,30.0,460.5,90.0,A,93.0,65,100,1
4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,10.98901,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
4.5,5.0,10.0,19.75,19.5,10.0,19.25,0.0,20.0,9.0,19.0,10.0,19.5,8.0,19.25,0.0,0.0,0.0,20.0,8.0,20.0,10.0,Complete,Complete,6.0,12.0,24.0,,21.0,2.0,30.0,90.10989000000001,A,2.0,20.0,40.0,20.0,3,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,16.0,30.0,447.75,86.11,B,83.21428,81,100,6
5.0,0.0,10.0,19,18,10.0,15.5,0.0,19.25,10.0,0.0,0.0,19.25,10.0,0.0,10.0,18.75,10.0,0.0,10.0,0.0,10.0,,In Progress,0.0,12.0,17.0,,0.0,,30.0,69.0934,C,,19.75,38.0,15.0,3,,,,Complete,2.0,,,,13.0,15.0,331.5,63.75,D,67.85714,45,50,0
5.0,4.5,10.0,18,20,10.0,20,0.0,20.0,10.0,18.0,10.0,19,0.0,19.0,10.0,19.0,0.0,20.0,0.0,20.0,0.0,,,2.0,12.0,25.0,,25.0,2.0,20.0,93.13186,B,,20.0,38.0,24.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,27.0,445.5,85.67,B,83.14285,96,90,2
5.0,5.0,10.0,19,20,10.0,18,10.0,20.0,10.0,20.0,0.0,20,10.0,0.0,10.0,17.0,10.0,14.0,10.0,0.0,10.0,,,0.0,12.0,25.0,,22.0,2.0,24.0,96.70329,A,,19.0,40.0,19.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,0.0,27.0,414.0,80.0,B,82.0,66,90,0
4.5,4.5,10.0,18,19,10.0,17.5,10.0,19.0,10.0,17.5,10.0,16.5,10.0,18.0,10.0,16.0,10.0,18.0,10.0,17.0,10.0,Complete,Complete,6.0,12.0,25.0,,21.0,2.0,26.0,93.68131,A,2.0,15.0,38.0,23.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,16.0,30.0,487.5,94.0,A,91.28571,85,100,6
4.5,4.5,10.0,19,20,10.0,19.5,0.0,20.0,10.0,19.5,10.0,19.25,10.0,0.0,10.0,19.0,10.0,15.0,10.0,17.0,0.0,Complete,Complete,16.0,12.0,25.0,,23.0,2.0,20.0,92.03296,A,2.0,19.0,40.0,19.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,19.0,30.0,457.25,88.0,B,84.92857,86,100,16
5.0,4.0,10.0,20,20,10.0,19.5,10.0,20.0,10.0,20.0,10.0,20,10.0,20.0,10.0,18.5,10.0,0.0,10.0,20.0,10.0,Complete,Complete,1.0,12.0,25.0,,24.0,2.0,15.0,98.62637,A,2.0,20.0,40.0,21.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,24.0,30.0,488.0,92.0,A,93.71428,94,100,1
3.5,4.0,0.0,17,20,10.0,18,10.0,19.0,10.0,20.0,10.0,0,10.0,18.0,10.0,0.0,0.0,20.0,10.0,0.0,0.0,,,0.0,12.0,25.0,,19.0,,25.0,92.03296,A,,18.0,35.0,15.0,Needs Grading,,,,,,,,,13.0,12.0,371.5,71.44,C,72.85714,72,40,0
5.0,5.0,10.0,13,19,10.0,17,10.0,18.0,10.0,17.5,10.0,15,10.0,17.5,10.0,17.0,10.0,19.0,10.0,18.5,10.0,,Complete,8.0,12.0,24.0,,15.0,2.0,28.0,86.81318,B,2.0,19.0,39.5,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,30.0,489.0,94.0,A,91.42857,81,100,8
4.5,4.0,10.0,12,14.5,10.0,14.25,10.0,16.5,10.0,11.25,7.0,16.5,10.0,11.5,10.0,14.25,10.0,17.5,10.0,13.5,10.0,Complete,Complete,2.0,12.0,22.0,,14.0,2.0,27.0,78.98351,B,2.0,15.0,39.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,18.0,30.0,421.25,81.0,B,80.78571,71,100,2
4.5,4.0,10.0,17,0,0.0,0,0.0,0.0,10.0,9.0,,16,0.0,,,,,,,,,Complete,Complete,6.0,12.0,19.0,,12.0,,0.0,43.131859999999996,F,,,,,,,,,,,,,,,12.0,,,,14.85714,31,40,6
0.0,0.0,0.0,14,19,10.0,0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,0.0,,,,0.0,35.71428,F,,0.0,0.0,0.0,,,,,,,,,,0.0,12.0,,,,15.14285,0,40,0
4.0,5.0,10.0,19.5,19.75,10.0,19.5,10.0,20.0,10.0,19.0,10.0,20,10.0,19.25,10.0,20.0,10.0,20.0,10.0,19.25,10.0,Complete,,2.0,12.0,25.0,,22.0,2.0,30.0,97.11538,A,,19.75,40.0,19.0,2,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,18.0,27.0,499.0,95.96,A,98.85714,84,90,2
,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
5.0,4.0,10.0,19.5,19.5,0.0,19,10.0,19.5,10.0,19.5,10.0,20,10.0,18.5,10.0,19.5,10.0,20.0,10.0,19.0,10.0,Complete,,3.0,12.0,25.0,,24.0,2.0,10.0,92.03296,A,2.0,20.0,40.0,23.0,0,1.0,1.0,2.0,Complete,2.0,2.0,,,24.0,30.0,502.0,97.0,A,95.42857,96,100,3
4.5,4.5,0.0,14,17,10.0,17.5,10.0,18.5,10.0,0.0,10.0,0,10.0,13.5,10.0,13.0,10.0,14.5,0.0,15.0,10.0,,,2.0,12.0,21.0,,14.0,2.0,5.0,84.06593000000001,C,2.0,18.75,34.0,17.0,,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,12.0,30.0,365.75,70.3,C,73.07141999999999,64,100,2
4.5,5.0,10.0,Needs Grading(15.50),0,0.0,0,0.0,20.0,0.0,19.5,10.0,16.5,10.0,18.5,10.0,17.0,10.0,19.0,10.0,19.0,0.0,Complete,Complete,17.0,12.0,23.0,,19.0,0.0,28.0,54.3956,F,0.0,19.0,35.0,0.0,0,0.0,0.0,0.0,Complete,0.0,0.0,Complete,Complete,0.0,12.0,358.5,69.0,D,71.14285,42,40,17
5.0,4.5,10.0,0,0,9.0,0,0.0,0.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,0.0,12.0,0.0,,14.0,,0.0,28.84615,F,,0.0,0.0,0.0,0,,,,,,,,,0.0,12.0,58.5,11.25,F,6.57142,14,40,0
5.0,4.0,10.0,18,18,10.0,17,10.0,20.0,10.0,16.0,10.0,17,10.0,17.0,10.0,20.0,10.0,20.0,10.0,19.0,10.0,Complete,Complete,6.0,12.0,25.0,,22.0,2.0,30.0,93.95604,A,2.0,19.0,38.0,16.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,19.0,30.0,487.0,93.7,A,94.0,82,100,6
4.5,4.5,10.0,19.5,20,10.0,19.5,10.0,20.0,10.0,19.75,10.0,20,10.0,20.0,10.0,19.0,10.0,20.0,10.0,19.25,10.0,,,0.0,12.0,24.0,,23.0,2.0,16.0,97.25274,A,,19.75,40.0,21.0,2,1.0,1.0,2.0,Complete,2.0,,,,24.0,24.0,489.75,94.18,A,99.07141999999999,92,80,0
4.0,4.5,10.0,13,18,10.0,15.75,10.0,18.0,0.0,13.25,10.0,14.75,10.0,12.0,10.0,16.0,10.0,17.5,10.0,13.0,10.0,Complete,,1.0,12.0,25.0,,14.0,2.0,14.0,79.25824,C,,20.0,33.0,19.0,Needs Grading,,,,Complete,,,,,19.0,15.0,399.75,76.9,C,81.21428,77,50,1
4.0,4.5,10.0,20,20,10.0,20,10.0,19.5,10.0,19.5,10.0,18,10.0,17.75,10.0,19.5,10.0,19.5,10.0,19.75,10.0,,,0.0,12.0,25.0,,23.0,2.0,25.0,97.80219,A,2.0,19.5,34.5,20.0,Needs Grading,1.0,1.0,0.0,Complete,2.0,2.0,,,22.0,27.0,488.0,93.84,A,96.42857,90,90,0
,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,,,,0.0,6.5934,A,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
4.5,5.0,10.0,17.75,18.75,10.0,15,10.0,20.0,10.0,17.25,10.0,15.5,10.0,17.0,10.0,17.25,0.0,18.5,10.0,16.75,10.0,Complete,,8.0,12.0,17.0,,13.0,2.0,26.0,84.06593000000001,B,,19.0,34.5,15.0,Needs Grading,1.0,1.0,,Complete,2.0,2.0,Complete,Complete,12.0,24.0,431.75,83.02,B,87.78571,57,80,8
5.0,4.5,10.0,12.5,18,10.0,15.5,10.0,16.75,10.0,16.375,10.0,16.25,10.0,17.0,10.0,15.75,10.0,18.0,10.0,16.0,10.0,Complete,Complete,4.0,12.0,24.0,,23.0,2.0,21.0,88.5989,B,2.0,18.5,38.0,21.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,20.0,30.0,461.125,88.7,B,88.17857,88,100,4
4.5,4.0,10.0,19,20,10.0,0,10.0,18.0,10.0,17.0,10.0,19,10.0,14.0,10.0,0.0,10.0,10.0,10.0,18.0,10.0,,,3.0,12.0,21.0,,20.0,0.0,22.0,81.5934,B,,19.0,34.0,21.0,Needs Grading,1.0,1.0,2.0,In Progress,2.0,2.0,In Progress,Complete,19.0,24.0,416.5,80.1,B,79.42857,81,80,3
4.0,0.0,0.0,0,0,0.0,0,0.0,17.25,0.0,16.25,0.0,14.75,0.0,0.0,10.0,0.0,0.0,19.0,0.0,0.0,10.0,,,2.0,12.0,22.0,,15.0,,0.0,38.5989,F,,0.0,40.0,16.0,3,,,,,,,Complete,Complete,,12.0,217.0,41.73,F,36.35714,53,40,2
5.0,5.0,10.0,20,15,10.0,0,10.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,In Progress,,4.0,12.0,25.0,,,,0.0,61.53846,C,,0.0,0.0,,,,,,,,,,,,12.0,128.0,25.0,F,18.57142,25,40,4
4.0,5.0,10.0,19,20,10.0,20,10.0,20.0,10.0,19.75,0.0,19,10.0,19.0,0.0,20.0,0.0,20.0,0.0,19.0,0.0,Complete,Complete,2.0,12.0,25.0,,23.0,2.0,30.0,97.80219,A,2.0,20.0,0.0,23.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,,21.0,30.0,418.75,81.0,B,73.07141999999999,92,100,2
5.0,5.0,0.0,18.75,19,0.0,17.5,0.0,19.25,5.0,0.0,0.0,18.75,0.0,0.0,0.0,18.75,0.0,18.75,0.0,19.25,0.0,,,0.0,12.0,21.0,,18.0,2.0,5.0,77.1978,D,2.0,0.0,40.0,11.0,1,1.0,1.0,2.0,,2.0,,,,16.0,27.0,306.0,58.85,D,55.71428,66,90,0
5.0,5.0,0.0,17,20,10.0,19,10.0,20.0,10.0,18.0,10.0,19,10.0,18.0,10.0,16.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,4.0,12.0,25.0,,24.0,,28.0,97.25274,A,,20.0,35.0,18.0,Needs Grading,,,,Complete,,2.0,Complete,Complete,18.0,15.0,474.0,91.15,A,94.85714,85,50,4
5.0,5.0,10.0,18,20,10.0,20,10.0,20.0,0.0,19.5,10.0,17,10.0,16.5,0.0,11.5,10.0,20.0,10.0,19.0,10.0,Complete,Complete,3.0,12.0,24.0,,23.0,2.0,10.0,91.75824,B,2.0,20.0,33.0,22.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,24.0,30.0,449.5,86.0,B,87.0,93,100,3
5.0,5.0,10.0,20,20,10.0,19,10.0,19.0,10.0,18.0,10.0,20,10.0,15.0,10.0,18.0,10.0,20.0,10.0,20.0,10.0,,,2.0,12.0,25.0,,24.0,2.0,26.0,98.35164,A,2.0,20.0,30.0,23.0,Needs Grading,1.0,,,Complete,2.0,,Complete,Complete,20.0,22.5,481.5,92.6,A,94.0,92,75,2
5.0,4.5,10.0,18,20,10.0,20,10.0,20.0,10.0,20.0,10.0,19,10.0,19.0,10.0,19.0,10.0,20.0,10.0,20.0,10.0,Complete,,3.0,12.0,25.0,,20.0,2.0,20.0,95.87912,A,2.0,20.0,38.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,13.0,30.0,480.5,92.4,A,98.0,75,100,3
5.0,4.5,10.0,19.5,20,0.0,18.75,10.0,19.25,10.0,18.75,10.0,0,0.0,18.5,10.0,19.25,0.0,20.0,10.0,0.0,10.0,Complete,Complete,2.0,12.0,25.0,,22.0,,20.0,91.20879000000001,B,2.0,19.5,40.0,20.0,4,,,,Complete,2.0,,,,14.0,18.0,402.0,77.31,C,78.14285,81,60,2
5.0,4.5,0.0,0,0,0.0,0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,12.0,22.0,,,,0.0,23.90109,F,,,,,,,,,,,,,,,12.0,,,,0.0,22,40,0
