Syllabus Quiz [Total Pts: 5 Score] |1911615,Academic Dishonesty Quiz [Total Pts: 5 Score] |1870591,Week 2 Synch Session [Total Pts: 0 Score] |1934655,Lab 1 Submission Portal [Total Pts: 20 Score] |1870975,Lab 2 Submission Portal [Total Pts: 20 Score] |1880697,Week 4 Synch Session [Total Pts: 10 Score] |1934656,Lab 3 Submission Portal [Total Pts: 20 Score] |1880699,Week 5 Synch Session [Total Pts: 10 Score] |1934657,Lab 4 Submission Portal [Total Pts: 20 Score] |1880700,Week 6 - Synch Session [Total Pts: 10 Score] |1934717,Lab 5 Submission Portal [Total Pts: 20 Score] |1880703,Week 8 - Synch Session [Total Pts: 10 Score] |1934718,Lab 6 Submission Portal [Total Pts: 20 Score] |1880698,Week 9 - Synch Session [Total Pts: 10 Score] |1934720,Lab 7 Submission Portal [Total Pts: 20 Score] |1880702,Week 10 - Synch Session [Total Pts: 10 Score] |1934721,Lab 8 Submission Portal [Total Pts: 20 Score] |1905297,Week 12 - Synch Session [Total Pts: 10 Score] |1934722,Lab 9 Submission Portal [Total Pts: 20 Score] |1880704,Week 13 - Synch Session [Total Pts: 10 Score] |1934723,Lab 10 Submission Portal [Total Pts: 20 Score] |1880701,Week 15 - Synch Session [Total Pts: 10 Score] |1934725,Survey 1 [Total Pts: 0 Complete/Incomplete] |1902274,Survey 2 [Total Pts: 0 Complete/Incomplete] |1902273,All Extra Credit [Total Pts: 0 Score] |1931834,Midterm Attendance [Total Pts: 12 Score] |1934662,Exam 1 [Total Pts: 25 Score] |1943578,End of the semester survey [Total Pts: 0 Complete/Incomplete] |1945103,Exam 2 Fall 2020 [Total Pts: 25 Score] |1996668,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 2 Score] |2001405,Discussion Grade Total [Total Pts: 0 Text] |2001543,Midterm Percentage [Total Pts: up to 182 Percentage] |2273453,Midterm Grade [Total Pts: 0 Text] |2004473,Week 11.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2005571,Submit your Scavenger Hunt Packet HERE [Total Pts: 20 Score] |2006891,Submit your Museum Exhibit Design HERE [Total Pts: 40 Score] |2006893,Exam 3_FA2020 [Total Pts: 25 Score] |2006913,Submit your Peer Evaluation Rubrics HERE [Total Pts: 0 Score] |2009269,Week 13.1_Agriculture and Diet 1 [Total Pts: 1 Score] |2011226,Week 13.2_Agriculture and Diet 2 pt. 1 [Total Pts: 1 Score] |2011228,Week 13.2_Agriculture and Diet 2 pt. 2 [Total Pts: 2 Score] |2011229,Week 13_Pre-Lab Session Survey [Total Pts: 0 Complete/Incomplete] |2011877,Week 14.1_Forensic Anthropology [Total Pts: 2 Score] |2014015,Week 15.1_Are we still evolving? [Total Pts: 2 Score] |2018467,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2019144,Survey 3_FA2020 [Total Pts: 0 Complete/Incomplete] |2019403,Exam 4_FA2020 [Total Pts: 25 Score] |2021351,Total attendance grade (entire semester) [Total Pts: 30 Text] |2023789,Final Points [Total Pts: 0 Score] |2023926,Final Percentage [Total Pts: 0 Text] |2023928,Final Letter Grade [Total Pts: 0 Text] |2027259,Total Assignment Percentage [Total Pts: up to 350 Percentage] |2292064,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292068,Total Attendance Percentage [Total Pts: up to 30 Percentage] |2292083,Total Extra Credit [Total Pts: 0 Score] |2292090
5.0,4.0,10.0,19,20,10.0,18.5,10.0,0.0,10.0,0.0,10.0,0,10.0,0.0,10.0,20.0,10.0,20.0,10.0,19.0,10.0,Complete,,11.0,12.0,25.0,,24.0,2.0,20.0,86.53846,B,2.0,19.5,38.5,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,30.0,437.5,84.0,B,75.57141999999999,91,100,11
5.0,5.0,10.0,19.75,20,10.0,20,10.0,20.0,10.0,19.75,10.0,20,10.0,18.25,10.0,19.5,10.0,18.5,10.0,18.0,10.0,Complete,Complete,6.0,12.0,24.0,,19.0,2.0,29.0,96.01648,A,2.0,20.0,35.0,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,23.0,30.0,501.75,96.49,A,96.78571,88,100,6
4.0,4.0,10.0,19,15.5,10.0,17.25,10.0,18.0,10.0,15.75,10.0,15.25,10.0,18.0,10.0,13.75,10.0,17.5,10.0,16.0,10.0,Complete,Complete,6.0,12.0,24.0,,19.0,2.0,23.0,89.42307,B,2.0,20.0,34.0,16.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,454.0,87.3,B,88.57141999999999,77,100,6
0.0,0.0,14.0,19,17.5,0.0,19,10.0,0.0,10.0,16.0,0.0,19,10.0,16.0,10.0,14.5,10.0,17.0,10.0,16.0,10.0,Complete,Complete,2.0,12.0,23.0,,11.0,2.0,22.0,66.75824,D,2.0,19.5,35.0,21.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,10.0,30.0,420.5,81.0,B,79.57141999999999,65,100,2
5.0,4.5,0.0,10,17,0.0,17,10.0,18.0,10.0,17.0,5.0,16,10.0,17.0,10.0,18.0,10.0,20.0,10.0,0.0,0.0,In Progress,,4.0,12.0,23.0,,15.0,2.0,27.0,77.74725,C,,17.0,38.0,15.0,Needs Grading,,,,Complete,,,Complete,,20.0,15.0,398.5,76.63,C,77.14285,73,50,4
4.5,4.5,10.0,16.5,19,10.0,19,10.0,18.75,10.0,17.375,10.0,16,10.0,16.5,10.0,19.75,10.0,19.5,10.0,17.0,10.0,Complete,Complete,4.0,12.0,23.0,,24.0,2.0,30.0,94.0934,A,2.0,20.0,36.0,23.0,Needs Grading,,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,28.5,488.875,94.0,A,92.96428,92,95,4
3.5,2.5,10.0,18,20,0.0,20,0.0,20.0,0.0,16.0,10.0,16,10.0,17.0,10.0,17.0,10.0,20.0,8.0,17.0,10.0,Complete,,4.0,12.0,21.0,,18.0,2.0,20.0,74.17582,C,2.0,16.0,33.0,21.0,Needs Grading,0.0,,,In Progress,,,Complete,Complete,18.0,18.0,416.0,80.0,B,82.28571,78,60,4
4.5,5.0,10.0,12.5,18,10.0,18.5,8.0,16.0,10.0,14.5,10.0,16,10.0,15.0,10.0,19.0,10.0,20.0,10.0,19.0,10.0,,,0.0,12.0,20.0,,25.0,2.0,30.0,87.63736,B,2.0,18.5,39.5,15.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,,,,12.0,27.0,466.0,90.0,A,89.85714,72,90,0
0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
4.5,4.5,10.0,18,19,10.0,19.5,10.0,20.0,10.0,19.75,10.0,19.75,10.0,20.0,10.0,19.5,10.0,20.0,10.0,19.0,10.0,Complete,Complete,4.0,12.0,25.0,,22.0,2.0,30.0,95.87912,A,2.0,20.0,40.0,25.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,21.0,30.0,509.5,98.0,A,98.42857,93,100,4
4.5,4.0,10.0,19,20,10.0,19,10.0,18.0,10.0,16.0,10.0,17,10.0,16.0,10.0,19.0,10.0,18.0,10.0,17.0,10.0,,,1.0,12.0,0.0,,18.0,2.0,30.0,79.3956,B,2.0,17.0,37.0,19.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,16.0,30.0,445.5,85.7,B,92.28571,53,100,1
4.5,4.5,10.0,19.25,19.5,10.0,19.5,10.0,19.5,5.0,19.0,10.0,18.25,10.0,19.5,10.0,19.75,10.0,14.5,10.0,19.25,10.0,,Complete,3.0,12.0,24.0,,22.0,2.0,28.0,93.26923000000001,A,,19.25,40.0,21.0,5,1.0,1.0,2.0,Complete,2.0,,,,20.0,24.0,475.25,91.39,A,94.92857,87,80,3
5.0,4.5,10.0,19.5,19,10.0,19,10.0,18.0,10.0,19.5,10.0,17.5,10.0,0.0,10.0,20.0,10.0,17.5,10.0,19.0,10.0,,Complete,2.0,12.0,25.0,,23.0,2.0,30.0,96.15384,A,2.0,19.5,40.0,23.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,24.0,30.0,497.0,96.0,A,91.0,95,100,2
4.5,4.5,10.0,18.5,19.5,10.0,18,10.0,16.0,10.0,16.0,10.0,18.5,10.0,16.5,10.0,17.0,10.0,17.0,10.0,16.5,10.0,Complete,Complete,8.0,12.0,21.0,,16.0,2.0,23.0,87.91208,B,2.0,18.0,34.0,19.0,Needs Grading,,,,Complete,2.0,2.0,Complete,Complete,16.0,21.0,460.5,89.0,A,90.14285,72,70,8
3.5,5.0,10.0,18,19.75,10.0,18.75,10.0,20.0,10.0,19.25,10.0,18.25,10.0,18.75,10.0,18.75,10.0,20.0,10.0,19.0,10.0,,Complete,5.0,12.0,24.0,,20.0,2.0,16.0,93.95604,B,2.0,20.0,40.0,15.0,2,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,30.0,477.0,91.73,A,97.28571,77,100,5
4.5,5.0,10.0,20,20,10.0,19,10.0,20.0,10.0,18.75,10.0,19,10.0,18.5,10.0,16.5,10.0,20.0,10.0,18.0,0.0,Complete,Complete,16.0,12.0,21.0,,21.0,2.0,20.0,94.78021,A,2.0,20.0,39.0,21.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,24.0,30.0,501.25,96.0,A,93.92857,87,100,16
4.0,4.5,10.0,18,20,10.0,20,10.0,20.0,0.0,19.0,10.0,19,10.0,20.0,10.0,18.0,10.0,20.0,10.0,15.0,10.0,Complete,Complete,4.0,12.0,19.0,,18.0,2.0,10.0,85.43956,B,2.0,20.0,40.0,17.0,0,0.0,0.0,0.0,In Progress,0.0,0.0,,,13.0,18.0,456.5,88.0,A,94.0,67,60,4
4.5,5.0,10.0,18,5,10.0,12,10.0,18.0,0.0,5.0,10.0,20,10.0,15.0,10.0,15.0,10.0,18.0,10.0,18.0,10.0,Complete,Complete,13.0,12.0,13.0,,22.0,2.0,4.0,71.15384,F,2.0,19.0,39.5,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,19.0,30.0,425.0,82.0,B,80.71428,74,100,13
5.0,5.0,0.0,18,20,10.0,20,10.0,19.0,10.0,20.0,10.0,18,10.0,19.0,10.0,18.0,0.0,20.0,0.0,20.0,10.0,,,0.0,12.0,25.0,,23.0,2.0,30.0,97.25274,A,2.0,20.0,32.0,24.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,,,23.0,30.0,479.0,92.11,A,89.71428,95,100,0
,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
3.5,4.5,10.0,12,20,7.5,16,10.0,19.5,0.0,18.5,0.0,16,10.0,12.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,,,2.0,12.0,17.0,,13.0,0.0,10.0,74.17582,C,0.0,0.0,20.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0.0,12.0,263.5,51.0,F,51.85714,30,40,2
4.5,5.0,10.0,18,20,10.0,20,10.0,20.0,10.0,18.0,10.0,20,10.0,18.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,Complete,Complete,6.0,12.0,25.0,,23.0,2.0,30.0,97.52747,A,2.0,20.0,35.0,22.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,30.0,506.5,97.4,A,96.85714,92,100,6
4.0,0.0,10.0,18,19.75,10.0,19,0.0,20.0,10.0,17.5,10.0,17.5,10.0,17.0,10.0,16.0,10.0,18.0,10.0,17.5,10.0,Complete,Complete,8.0,12.0,24.0,,21.0,2.0,30.0,86.67582,B,2.0,20.0,34.0,23.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,21.0,30.0,487.25,94.0,A,89.78571,89,100,8
4.0,4.0,10.0,11,15,10.0,16.5,10.0,16.0,10.0,14.5,0.0,17,10.0,16.0,10.0,15.0,10.0,18.0,10.0,19.0,10.0,Complete,,4.0,12.0,7.0,,13.0,2.0,17.0,70.60439000000001,C,2.0,18.0,33.0,14.0,,1.0,1.0,2.0,Complete,2.0,2.0,,Complete,11.0,30.0,409.0,79.0,B,82.57141999999999,45,100,4
3.5,5.0,0.0,17.5,20,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Complete,Complete,0.0,12.0,23.0,,11.0,0.0,0.0,50.54945,F,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Complete,0.0,0.0,,,0.0,12.0,93.0,18.0,F,10.71428,34,40,0
0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Complete,Complete,0.0,12.0,0.0,,0.0,0.0,0.0,6.5934,F,0.0,,,0.0,,0.0,0.0,0.0,Complete,,,,,,12.0,,,,0.0,0,40,0
5.0,5.0,10.0,19.5,20,9.5,19.5,10.0,20.0,10.0,19.75,10.0,19.5,10.0,16.5,10.0,19.5,10.0,20.0,10.0,19.75,10.0,Complete,,3.0,12.0,24.0,,21.0,2.0,30.0,96.42857,A,,20.0,40.0,19.0,5,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,18.0,27.0,496.5,95.48,A,98.14285,82,90,3
5.0,4.5,0.0,19.75,19.75,10.0,20,10.0,13.0,10.0,19.0,10.0,0,10.0,16.0,10.0,15.75,10.0,19.5,10.0,0.0,10.0,Complete,Complete,6.0,12.0,25.0,,19.0,2.0,29.0,92.30769000000001,A,2.0,18.5,36.5,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,30.0,443.25,85.24,B,82.21428,81,100,6
5.0,4.5,10.0,19.25,19.5,10.0,16.5,10.0,19.0,10.0,20.0,10.0,16,0.0,0.0,10.0,19.0,10.0,18.5,10.0,17.75,10.0,Complete,,4.0,12.0,25.0,,19.0,,27.5,93.26923000000001,A,,20.0,35.5,14.0,Needs Grading,,1.0,2.0,Complete,2.0,,In Progress,Complete,17.0,19.5,436.5,83.94,B,86.0,75,65,4
5.0,4.5,10.0,19.25,18.75,10.0,0,10.0,20.0,10.0,19.0,10.0,0,10.0,0.0,10.0,17.25,10.0,19.5,10.0,18.5,10.0,Complete,,3.0,12.0,25.0,,16.0,,29.0,82.6923,B,,18.5,34.0,17.0,Needs Grading,,,,Complete,,,,,15.0,12.0,401.25,77.16,C,78.5,73,40,3
4.5,5.0,10.0,19.5,20,10.0,18,10.0,19.0,10.0,19.0,10.0,18.5,10.0,16.0,10.0,0.0,10.0,18.0,10.0,19.0,10.0,Complete,Complete,4.0,12.0,25.0,,15.0,2.0,17.0,92.30769000000001,A,2.0,19.0,39.0,11.0,0,1.0,1.0,2.0,In Progress,2.0,2.0,Complete,Complete,12.0,30.0,453.5,87.0,A,90.0,63,100,4
5.0,3.5,10.0,18.5,20,10.0,17.5,10.0,19.0,10.0,19.5,10.0,18.5,10.0,19.0,10.0,20.0,10.0,19.0,10.0,18.0,10.0,Complete,,2.0,12.0,25.0,,20.0,,28.0,93.68131,A,,19.0,34.0,15.0,Needs Grading,,,,In Progress,,,,,19.0,12.0,373.5,91.0,A,94.85714,79,40,2
4.5,5.0,10.0,0,0,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,11.813180000000001,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
0.0,0.0,10.0,17.5,18.5,10.0,17.5,10.0,14.5,10.0,18.0,10.0,19.5,10.0,15.0,10.0,17.5,10.0,20.0,10.0,17.5,10.0,Complete,,2.0,12.0,24.0,,17.0,2.0,22.0,82.96703000000001,B,2.0,20.0,,20.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,30.0,429.0,83.0,B,81.57141999999999,78,100,2
5.0,4.5,10.0,20,20,10.0,19,10.0,20.0,10.0,20.0,10.0,20,10.0,14.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,Complete,,5.0,12.0,25.0,,25.0,2.0,30.0,99.17582,A,2.0,20.0,40.0,23.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,21.0,30.0,511.5,98.37,A,98.0,94,100,5
4.5,5.0,10.0,13,15.5,10.0,15.75,10.0,0.0,0.0,14.875,10.0,15,10.0,19.0,0.0,14.0,0.0,19.5,8.0,17.0,0.0,,Complete,3.0,12.0,24.0,,18.0,,10.0,70.1923,D,,18.5,38.0,19.0,,,,,In Progress,,,Complete,Complete,18.0,12.0,361.625,69.5,C,70.89285,79,40,3
3.0,2.5,10.0,19.5,20,10.0,15.5,10.0,20.0,10.0,20.0,10.0,20,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,Complete,,3.0,12.0,21.0,,13.0,2.0,22.0,85.98901,B,,20.0,40.0,15.0,Needs Grading,,,,,,2.0,,,17.0,18.0,461.5,87.0,B,98.57141999999999,66,60,3
4.5,4.0,10.0,12,15.5,10.0,16.25,10.0,18.75,10.0,14.125,8.0,17.25,0.0,17.0,10.0,0.0,10.0,19.0,10.0,20.0,0.0,,,0.0,12.0,21.0,,20.0,2.0,15.0,84.61538,C,,19.25,38.0,19.0,Needs Grading,,,,Complete,,,,,19.0,15.0,392.625,75.5,C,78.60714,79,50,0
,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,6.5934,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
5.0,4.5,0.0,0,0,10.0,19,10.0,0.0,10.0,18.0,0.0,19,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Complete,,3.0,12.0,15.0,,16.0,,5.0,55.76923000000001,F,,0.0,30.0,18.0,,,,,,,,,,16.0,12.0,230.5,44.32,F,38.85714,65,40,3
5.0,4.5,10.0,19.5,20,10.0,20,10.0,19.5,10.0,19.0,10.0,18,10.0,17.5,10.0,18.0,10.0,19.0,10.0,18.0,10.0,Complete,Complete,6.0,12.0,19.0,,18.0,2.0,10.0,92.03296,B,2.0,20.0,40.0,23.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,12.0,30.0,486.0,93.0,A,96.71428,72,100,6
4.5,5.0,10.0,17.75,20,10.0,18.75,10.0,20.0,10.0,19.5,10.0,19.75,10.0,19.75,10.0,19.5,0.0,20.0,10.0,20.0,10.0,,Complete,3.0,12.0,25.0,,22.0,2.0,24.0,96.15384,A,,19.75,40.0,18.0,5,1.0,1.0,2.0,Complete,2.0,,Complete,Complete,16.0,24.0,478.25,91.97,A,95.64285,81,80,3
5.0,5.0,10.0,10.5,15.5,10.0,16.25,10.0,17.25,10.0,18.25,10.0,14.75,10.0,15.5,10.0,16.0,10.0,19.5,10.0,15.0,10.0,Complete,,3.0,12.0,21.0,,21.0,,16.0,84.34065,B,,20.0,40.0,17.0,Needs Grading,,,,Complete,,,Complete,Complete,16.0,12.0,424.5,81.6,B,88.14285,75,40,3
5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,0.0,11.53846,F,,,,,,,,,,,,,,,12.0,,,,0.0,0,40,0
5.0,4.5,10.0,18,0,0.0,18,0.0,18.0,10.0,15.0,10.0,0,10.0,0.0,10.0,14.5,10.0,0.0,10.0,0.0,0.0,Complete,,4.0,12.0,21.0,,13.0,0.0,0.0,65.65934,F,0.0,19.0,32.0,17.0,0,0.0,0.0,0.0,In Progress,2.0,2.0,In Progress,Complete,18.0,18.0,325.0,63.0,D,55.571419999999996,69,60,4
4.5,4.0,10.0,18.5,19.5,10.0,19,10.0,19.0,10.0,19.0,0.0,18,8.0,14.0,10.0,19.5,10.0,18.5,10.0,18.5,0.0,Complete,Complete,1.0,12.0,19.0,,14.0,0.0,18.0,87.63736,B,0.0,18.0,40.0,11.0,0,0.0,0.0,0.0,Complete,0.0,,,,15.0,12.0,409.0,80.0,B,88.42857,59,40,1
4.5,5.0,10.0,20,20,10.0,20,10.0,20.0,10.0,18.25,10.0,19.5,10.0,20.0,10.0,19.5,10.0,20.0,10.0,19.5,10.0,Complete,Complete,16.0,12.0,22.0,,18.0,2.0,30.0,94.23076,A,2.0,20.0,40.0,21.0,1,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,30.0,515.25,99.09,A,99.07141999999999,83,100,16
4.5,4.5,0.0,17,0,0.0,In Progress,0.0,19.5,0.0,0.0,0.0,0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,12.0,0.0,,0.0,0.0,10.0,31.5934,F,0.0,0.0,35.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,0.0,12.0,114.5,22.0,F,26.14285,0,40,2
5.0,5.0,10.0,19.5,19.75,10.0,17,0.0,19.5,10.0,19.0,10.0,18,10.0,19.0,10.0,14.5,10.0,19.0,10.0,18.75,10.0,Complete,,1.0,12.0,20.0,,17.0,2.0,11.5,85.02747,C,,19.0,35.0,23.0,Needs Grading,,,,Complete,,,,,22.0,15.0,437.5,84.13,B,90.85714,82,50,1
3.5,3.5,10.0,18.75,19.25,10.0,0,10.0,19.0,0.0,12.0,0.0,19.25,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,0.0,,11.0,,17.5,58.7912,F,,0.0,0.0,10.0,0,,,,,,,,,,12.0,181.25,34.86,F,35.35714,21,40,0
5.0,5.0,10.0,20,20,10.0,18,10.0,20.0,10.0,20.0,10.0,13,10.0,17.5,10.0,18.75,10.0,20.0,10.0,20.0,10.0,Complete,Complete,1.0,12.0,25.0,,22.0,2.0,24.0,97.25274,A,2.0,19.0,40.0,21.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,24.0,30.0,494.25,93.0,A,96.07141999999999,92,100,1
5.0,3.5,10.0,17,20,10.0,20,10.0,13.0,10.0,19.0,10.0,19,10.0,18.0,10.0,17.0,10.0,18.0,10.0,17.0,10.0,,,0.0,12.0,23.0,,18.0,,30.0,88.73626,A,,17.0,35.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,,,,13.0,21.0,450.5,86.63,B,91.42857,71,70,0
4.5,5.0,0.0,19,19.75,10.0,20,10.0,20.0,10.0,18.75,10.0,17.5,10.0,0.0,10.0,0.0,10.0,19.5,10.0,0.0,10.0,Complete,Complete,2.0,12.0,23.0,,18.0,,27.0,94.0934,A,,19.5,32.5,20.0,Needs Grading,,,,Complete,,,In Progress,,18.0,12.0,406.0,78.07,C,79.0,79,40,2
0.0,0.0,10.0,0,0,0.0,0,0.0,0.0,5.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,0.0,,14.0,,6.0,17.03296,F,,0.0,0.0,0.0,0,,,,,,,,,0.0,12.0,44.0,8.46,F,3.4285699999999997,14,40,0
4.5,5.0,10.0,19,15,0.0,17,10.0,20.0,10.0,17.5,10.0,15,0.0,17.0,0.0,18.25,0.0,19.0,8.0,19.0,0.0,,,2.0,12.0,25.0,,19.0,,24.0,85.98901,B,2.0,19.0,32.5,20.0,Needs Grading,1.0,1.0,2.0,,2.0,2.0,Complete,Complete,14.0,27.0,406.75,78.22,C,76.07141999999999,78,90,2
5.0,5.0,10.0,15.5,19.5,10.0,18,10.0,19.0,10.0,15.625,10.0,15,10.0,14.5,10.0,19.5,10.0,19.0,7.0,18.0,10.0,In Progress,,2.0,12.0,25.0,,20.0,2.0,28.0,92.85714,A,2.0,20.0,36.0,17.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,,20.0,30.0,468.625,90.1,A,90.46428,82,100,2
0.0,0.0,10.0,17.25,18.5,10.0,17.25,10.0,20.0,10.0,19.25,10.0,18.75,10.0,0.0,10.0,0.0,10.0,11.0,10.0,0.0,10.0,,,0.0,12.0,22.0,,20.0,,14.0,86.26373000000001,B,,18.75,40.0,10.0,4,,,,Complete,,,,,15.0,12.0,363.75,69.95,C,77.35714,67,40,0
5.0,5.0,10.0,19,17,10.0,18.5,10.0,18.5,10.0,15.0,10.0,17.5,10.0,19.0,10.0,19.0,10.0,19.0,10.0,19.0,10.0,Complete,Complete,6.0,12.0,22.0,,21.0,2.0,30.0,92.30769000000001,A,2.0,20.0,38.0,25.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,22.0,30.0,507.5,98.0,A,94.14285,90,100,6
3.0,5.0,10.0,13,19,10.0,14,10.0,7.0,10.0,17.0,10.0,18,10.0,15.0,10.0,14.0,10.0,16.5,10.0,7.0,10.0,,,2.0,12.0,17.0,,12.0,2.0,0.0,72.52747,D,2.0,19.0,40.0,13.0,0,1.0,1.0,2.0,Complete,2.0,2.0,,,17.0,30.0,418.5,80.0,B,82.71428,59,100,2
4.5,5.0,10.0,16,13,10.0,13.5,10.0,19.5,10.0,0.0,10.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,In Progress,,1.0,12.0,24.0,,12.0,,5.0,82.14285,B,,0.0,35.0,8.0,,,,,,,,,,,12.0,229.5,44.0,F,41.71428,44,40,1
4.5,4.5,10.0,18.5,20,10.0,19,10.0,19.0,10.0,19.25,10.0,20,10.0,19.5,10.0,19.5,10.0,19.0,10.0,18.0,10.0,Complete,Complete,4.0,12.0,25.0,,16.0,2.0,28.0,92.58241,A,2.0,19.5,39.0,24.0,0,1.0,1.0,2.0,Complete,2.0,2.0,In Progress,Complete,23.0,30.0,498.25,96.0,A,97.21428,88,100,4
5.0,5.0,10.0,20,20,10.0,19.5,10.0,19.75,10.0,19.5,10.0,19,10.0,19.25,10.0,19.75,10.0,20.0,10.0,19.75,10.0,Complete,Complete,4.0,12.0,25.0,,20.0,,30.0,96.84065,A,,20.0,40.0,18.0,3,,,,Complete,2.0,,,,19.0,15.0,485.5,93.37,A,99.0,82,50,4
5.0,5.0,10.0,17.5,20,10.0,18.5,10.0,19.25,10.0,19.0,0.0,20,10.0,17.0,10.0,19.5,10.0,18.0,10.0,20.0,10.0,Complete,,10.0,12.0,24.0,,20.0,2.0,10.0,94.0934,A,2.0,20.0,40.0,20.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,30.0,489.75,94.0,A,93.92857,81,100,10
5.0,5.0,10.0,19,18.5,10.0,19,10.0,20.0,10.0,19.75,10.0,19.5,10.0,20.0,10.0,20.0,10.0,20.0,10.0,19.0,10.0,Complete,Complete,3.0,12.0,21.0,,20.0,2.0,30.0,93.13186,A,2.0,20.0,40.0,21.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,17.0,30.0,496.75,96.0,A,98.5,79,100,3
5.0,5.0,10.0,19.25,19.75,10.0,19.5,10.0,19.0,10.0,19.0,10.0,18,10.0,15.5,0.0,20.0,10.0,19.5,10.0,19.0,10.0,Complete,Complete,16.0,12.0,22.0,,15.0,2.0,27.0,91.48351,A,2.0,20.0,34.5,16.0,Needs Grading,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,15.0,30.0,474.0,91.15,A,92.28571,68,100,16
4.0,5.0,10.0,20,20,10.0,18,10.0,20.0,10.0,18.5,10.0,18,10.0,19.0,10.0,19.5,10.0,19.0,10.0,18.0,10.0,,,2.0,12.0,25.0,,20.0,2.0,10.0,95.60439000000001,A,2.0,20.0,40.0,20.0,0,1.0,1.0,2.0,Complete,2.0,2.0,Complete,Complete,19.0,30.0,495.0,95.0,A,97.14285,84,100,2
